image,response,pred_label
truck8-dog3,bear,bear
truck2-bird2,truck,truck
truck6-boat2,boat,boat
truck6-dog2,bottle,bottle
truck3-knife2,truck,truck
truck10-car3,car,car
truck9-bottle2,bottle,bottle
truck3-oven2,truck,truck
truck4-airplane3,truck,truck
truck4-bottle2,bottle,bottle
truck6-knife2,truck,truck
truck2-oven3,truck,truck
truck1-bear1,bear,bear
truck6-clock2,clock,clock
truck1-chair2,truck,truck
truck1-dog1,dog,dog
truck5-cat3,cat,cat
truck6-bear2,bear,bear
truck4-oven2,truck,truck
truck8-elephant1,elephant,elephant
truck8-cat2,cat,cat
truck2-airplane3,airplane,airplane
truck2-keyboard1,truck,truck
truck5-airplane2,car,car
truck6-truck2,truck,truck
truck4-bear1,bear,bear
truck2-boat3,truck,truck
truck9-boat3,truck,truck
truck2-elephant1,elephant,elephant
truck5-bird2,truck,truck
truck1-cat1,cat,cat
truck3-dog3,dog,dog
truck6-bottle3,bottle,bottle
truck1-car3,truck,truck
truck6-cat2,cat,cat
truck9-airplane2,car,car
truck7-oven2,truck,truck
truck3-bird2,car,car
truck3-chair2,truck,truck
truck1-bird1,bottle,bottle
truck2-chair1,car,car
truck7-chair2,truck,truck
truck6-bicycle1,bicycle,bicycle
truck7-keyboard3,bottle,bottle
truck10-elephant3,elephant,elephant
truck1-knife1,truck,truck
truck3-cat1,cat,cat
truck8-bottle2,bottle,bottle
truck9-truck3,truck,truck
truck3-clock3,clock,clock
truck5-truck1,truck,truck
truck10-bicycle1,bicycle,bicycle
truck6-oven3,truck,truck
truck3-keyboard3,bottle,bottle
truck5-knife3,knife,knife
truck4-knife1,knife,knife
truck3-car3,car,car
truck5-dog3,dog,dog
truck10-airplane1,boat,boat
truck2-clock1,clock,clock
truck7-truck2,truck,truck
truck3-bear3,bear,bear
truck8-keyboard2,bottle,bottle
truck2-bottle3,bottle,bottle
truck10-clock1,clock,clock
truck5-keyboard1,truck,truck
truck1-bicycle3,truck,truck
truck2-bicycle2,bicycle,bicycle
truck5-car1,car,car
truck7-bear2,bear,bear
truck9-elephant1,elephant,elephant
truck1-clock3,clock,clock
bottle6-dog3,dog,dog
bottle1-clock1,clock,clock
bottle1-keyboard3,bottle,bottle
bottle1-car1,bottle,bottle
bottle6-bicycle3,bottle,bottle
bottle5-bird3,bottle,bottle
bottle8-bottle3,bottle,bottle
bottle3-bird1,bird,bird
bottle7-airplane3,clock,clock
bottle8-keyboard3,bottle,bottle
bottle3-boat3,clock,clock
bottle9-bicycle1,bottle,bottle
bottle10-boat3,bottle,bottle
bottle4-car3,car,car
bottle9-truck1,bottle,bottle
bottle4-bicycle1,bottle,bottle
bottle6-boat3,bottle,bottle
bottle4-oven2,bottle,bottle
bottle5-cat1,cat,cat
bottle1-dog2,dog,dog
bottle9-bottle1,bottle,bottle
bottle2-knife3,bottle,bottle
bottle7-elephant2,elephant,elephant
bottle3-airplane2,bottle,bottle
bottle7-boat3,clock,clock
bottle2-elephant1,elephant,elephant
bottle1-cat3,cat,cat
bottle2-chair3,chair,chair
bottle6-oven3,oven,oven
bottle5-chair1,keyboard,keyboard
bottle9-elephant2,elephant,elephant
bottle8-bird1,bottle,bottle
bottle9-cat2,cat,cat
bottle6-airplane1,clock,clock
bottle5-elephant1,elephant,elephant
bottle2-car2,bicycle,bicycle
bottle1-bear1,bear,bear
bottle5-knife1,bottle,bottle
bottle4-truck1,bottle,bottle
bottle9-car3,car,car
bottle8-dog2,dog,dog
bottle3-cat3,cat,cat
bottle10-clock2,bottle,bottle
bottle7-keyboard2,bottle,bottle
bottle1-bird3,bottle,bottle
bottle3-bottle3,bottle,bottle
bottle5-boat1,boat,boat
bottle5-keyboard2,bottle,bottle
bottle7-bear1,bear,bear
bottle4-dog2,dog,dog
bottle7-clock1,clock,clock
bottle5-oven2,oven,oven
bottle3-knife3,bottle,bottle
bottle10-bear2,bear,bear
bottle7-oven2,oven,oven
bottle6-bear2,bear,bear
bottle6-knife3,bottle,bottle
bottle6-bird1,bird,bird
bottle6-bottle3,bottle,bottle
bottle1-chair2,chair,chair
bottle3-bicycle3,bottle,bottle
bottle5-airplane1,knife,knife
bottle9-keyboard1,bottle,bottle
bottle4-airplane1,knife,knife
bottle3-bear2,bear,bear
bottle8-knife1,bottle,bottle
bottle8-elephant3,elephant,elephant
bottle5-clock3,clock,clock
bottle3-chair3,truck,truck
bottle10-car1,bottle,bottle
bottle2-bottle3,bottle,bottle
bottle6-chair2,chair,chair
bottle2-clock1,clock,clock
bottle10-truck3,bottle,bottle
bottle9-oven2,bottle,bottle
bottle7-truck2,truck,truck
bottle7-cat2,cat,cat
bottle8-bicycle1,bicycle,bicycle
bottle10-dog1,dog,dog
bottle5-truck1,bottle,bottle
knife10-oven3,oven,oven
knife5-cat2,cat,cat
knife4-clock3,clock,clock
knife6-oven3,oven,oven
knife7-boat3,boat,boat
knife9-bird1,bird,bird
knife6-truck1,bottle,bottle
knife5-truck3,car,car
knife9-airplane2,car,car
knife9-elephant2,elephant,elephant
knife1-oven1,keyboard,keyboard
knife1-clock2,clock,clock
knife2-elephant2,elephant,elephant
knife4-car2,boat,boat
knife6-bicycle1,bicycle,bicycle
knife2-truck2,truck,truck
knife6-chair3,bottle,bottle
knife8-truck3,bottle,bottle
knife6-clock2,clock,clock
knife3-bear2,bear,bear
knife5-knife3,knife,knife
knife5-dog1,dog,dog
knife9-bottle2,bottle,bottle
knife5-oven2,bottle,bottle
knife6-bottle3,bottle,bottle
knife5-keyboard3,bottle,bottle
knife2-bird1,bird,bird
knife2-bottle2,bottle,bottle
knife7-bird3,oven,oven
knife1-airplane1,airplane,airplane
knife6-boat3,bottle,bottle
knife3-keyboard3,bottle,bottle
knife2-bear2,bear,bear
knife4-knife2,bottle,bottle
knife8-bicycle1,bicycle,bicycle
knife10-elephant3,elephant,elephant
knife2-car3,car,car
knife3-clock2,bottle,bottle
knife4-airplane3,airplane,airplane
knife2-cat3,bird,bird
knife1-keyboard3,bottle,bottle
knife8-car2,bottle,bottle
knife2-bicycle3,truck,truck
knife1-truck2,car,car
knife4-boat1,boat,boat
knife2-dog1,dog,dog
knife1-chair1,car,car
knife1-elephant1,elephant,elephant
knife1-bird2,bottle,bottle
knife9-bicycle1,bicycle,bicycle
knife6-knife1,knife,knife
knife9-bear3,bear,bear
knife10-dog1,dog,dog
knife3-cat1,dog,dog
knife4-keyboard1,bottle,bottle
knife10-bear3,bear,bear
knife5-bicycle2,bottle,bottle
knife3-knife1,bottle,bottle
knife8-cat2,cat,cat
knife10-chair1,keyboard,keyboard
knife4-bear1,bear,bear
knife7-chair2,chair,chair
knife4-cat2,cat,cat
knife1-dog1,dog,dog
knife5-clock1,clock,clock
knife6-airplane1,knife,knife
knife7-bottle3,bottle,bottle
knife8-boat1,boat,boat
knife8-bottle3,bottle,bottle
knife7-airplane3,knife,knife
knife6-bird1,bird,bird
knife10-keyboard3,bottle,bottle
knife7-car2,boat,boat
knife1-car3,car,car
knife9-boat1,boat,boat
knife6-dog2,dog,dog
knife9-chair1,car,car
knife7-elephant2,elephant,elephant
knife4-oven2,keyboard,keyboard
knife10-knife1,bottle,bottle
cat7-knife2,knife,knife
cat4-oven1,oven,oven
cat1-keyboard3,bottle,bottle
cat8-bear1,cat,cat
cat4-dog3,dog,dog
cat7-truck2,car,car
cat8-bird2,cat,cat
cat4-knife1,bottle,bottle
cat1-airplane1,keyboard,keyboard
cat5-airplane2,car,car
cat6-keyboard3,bottle,bottle
cat4-clock2,clock,clock
cat9-truck1,bottle,bottle
cat9-bottle2,bottle,bottle
cat5-bear2,cat,cat
cat9-dog2,dog,dog
cat4-cat3,cat,cat
cat10-oven2,truck,truck
cat6-clock3,clock,clock
cat2-boat2,boat,boat
cat7-dog3,dog,dog
cat2-knife3,clock,clock
cat4-airplane1,knife,knife
cat10-elephant3,elephant,elephant
cat2-truck3,bottle,bottle
cat5-bicycle3,cat,cat
cat9-clock2,bottle,bottle
cat6-chair3,chair,chair
cat7-clock3,clock,clock
cat7-airplane2,bottle,bottle
cat5-knife2,bottle,bottle
cat10-bird2,cat,cat
cat1-car2,boat,boat
cat5-boat1,boat,boat
cat5-chair3,chair,chair
cat2-car3,car,car
cat8-car2,bottle,bottle
cat5-elephant2,elephant,elephant
cat9-boat2,boat,boat
cat10-bicycle1,bicycle,bicycle
cat3-bear2,bear,bear
cat6-bear1,bear,bear
cat10-bear1,bear,bear
cat9-cat3,cat,cat
cat4-chair2,chair,chair
cat1-dog1,cat,cat
cat10-airplane3,clock,clock
cat10-keyboard1,keyboard,keyboard
cat1-boat1,boat,boat
cat7-elephant1,elephant,elephant
cat1-chair2,chair,chair
cat4-truck3,truck,truck
cat5-car2,bottle,bottle
cat4-car2,boat,boat
cat3-oven2,oven,oven
cat7-boat3,bottle,bottle
cat8-bicycle3,bicycle,bicycle
cat5-keyboard3,bottle,bottle
cat2-bottle3,bottle,bottle
cat4-bird2,bird,bird
cat9-knife2,knife,knife
cat9-bicycle1,bicycle,bicycle
cat5-bottle1,bottle,bottle
cat2-cat1,cat,cat
cat9-chair2,chair,chair
cat10-clock1,clock,clock
cat3-bicycle1,bicycle,bicycle
cat10-bottle1,clock,clock
cat1-oven1,truck,truck
cat7-bottle1,bottle,bottle
cat1-cat3,cat,cat
cat9-bird3,dog,dog
cat6-oven1,chair,chair
cat1-bird1,cat,cat
cat2-elephant1,elephant,elephant
cat5-dog3,cat,cat
cat3-cat1,cat,cat
cat3-truck3,truck,truck
cat3-elephant2,elephant,elephant
cat4-keyboard2,keyboard,keyboard
boat4-car3,car,car
boat1-bear1,cat,cat
boat7-clock3,clock,clock
boat8-elephant1,elephant,elephant
boat3-bicycle2,bicycle,bicycle
boat6-car1,chair,chair
boat1-elephant3,elephant,elephant
boat6-bear1,bear,bear
boat2-bottle2,bottle,bottle
boat9-keyboard2,bottle,bottle
boat7-elephant3,elephant,elephant
boat10-oven1,car,car
boat6-bottle2,bottle,bottle
boat2-oven3,truck,truck
boat6-clock2,bottle,bottle
boat5-knife2,keyboard,keyboard
boat4-elephant2,elephant,elephant
boat6-airplane2,boat,boat
boat5-clock3,clock,clock
boat7-bottle1,bottle,bottle
boat10-truck1,car,car
boat1-truck3,truck,truck
boat1-car2,bottle,bottle
boat1-bird3,oven,oven
boat5-airplane1,airplane,airplane
boat6-dog1,dog,dog
boat2-bear3,bear,bear
boat9-chair2,boat,boat
boat9-bird1,bottle,bottle
boat8-oven1,car,car
boat10-bear3,bear,bear
boat5-car3,car,car
boat3-clock3,clock,clock
boat4-bicycle3,bird,bird
boat9-cat3,bottle,bottle
boat9-airplane2,car,car
boat9-knife2,truck,truck
boat6-bicycle2,bicycle,bicycle
boat7-truck2,bottle,bottle
boat6-cat1,dog,dog
boat5-boat3,truck,truck
boat1-oven1,boat,boat
boat4-chair2,bottle,bottle
boat1-bicycle2,bottle,bottle
boat8-truck2,truck,truck
boat9-dog2,dog,dog
boat9-bear3,bear,bear
boat8-bottle1,bottle,bottle
boat7-boat2,boat,boat
boat1-chair3,keyboard,keyboard
boat2-airplane1,clock,clock
boat3-keyboard2,keyboard,keyboard
boat10-boat3,boat,boat
boat5-bicycle3,bird,bird
boat6-knife2,knife,knife
boat1-keyboard3,bottle,bottle
boat7-keyboard3,bottle,bottle
boat8-bird2,bird,bird
boat3-airplane2,car,car
boat7-chair1,bottle,bottle
boat9-boat3,boat,boat
boat2-keyboard1,bottle,bottle
boat8-knife1,knife,knife
boat10-cat1,cat,cat
boat8-dog3,dog,dog
boat4-knife2,bottle,bottle
boat3-dog3,bear,bear
boat2-bird1,bird,bird
boat9-clock1,clock,clock
boat6-truck3,truck,truck
boat4-dog2,dog,dog
boat7-oven3,truck,truck
boat3-cat3,cat,cat
boat4-bird1,bird,bird
boat7-cat3,cat,cat
boat4-boat3,bottle,bottle
boat3-chair3,bottle,bottle
boat4-bottle2,bottle,bottle
boat6-elephant2,elephant,elephant
boat3-car3,truck,truck
bird6-bottle3,bottle,bottle
bird10-cat1,dog,dog
bird10-chair1,keyboard,keyboard
bird7-truck2,bottle,bottle
bird9-chair1,car,car
bird6-elephant2,elephant,elephant
bird7-knife2,knife,knife
bird7-keyboard3,bottle,bottle
bird6-car3,car,car
bird3-oven1,oven,oven
bird2-knife1,knife,knife
bird1-bicycle2,bicycle,bicycle
bird2-airplane3,bottle,bottle
bird10-bicycle1,bicycle,bicycle
bird3-bear3,bear,bear
bird1-keyboard3,bottle,bottle
bird1-oven1,oven,oven
bird2-clock3,clock,clock
bird4-dog3,dog,dog
bird7-boat1,boat,boat
bird5-truck2,truck,truck
bird4-cat3,cat,cat
bird1-bear1,bear,bear
bird5-car2,bottle,bottle
bird1-boat1,boat,boat
bird7-cat3,cat,cat
bird9-bottle3,bottle,bottle
bird2-bird2,bird,bird
bird7-car2,boat,boat
bird3-boat3,truck,truck
bird3-bird2,bird,bird
bird6-boat2,boat,boat
bird10-elephant2,elephant,elephant
bird5-keyboard2,bottle,bottle
bird3-knife3,knife,knife
bird6-truck2,truck,truck
bird7-oven3,oven,oven
bird8-chair1,car,car
bird5-airplane3,bottle,bottle
bird2-car3,car,car
bird5-bicycle1,bicycle,bicycle
bird8-bottle1,bottle,bottle
bird3-truck3,car,car
bird9-keyboard1,bottle,bottle
bird7-bottle1,clock,clock
bird7-bird2,bird,bird
bird1-clock3,clock,clock
bird5-bear3,bear,bear
bird1-airplane2,car,car
bird1-knife3,bottle,bottle
bird10-clock1,clock,clock
bird3-cat1,cat,cat
bird8-elephant1,elephant,elephant
bird8-clock1,clock,clock
bird1-elephant2,elephant,elephant
bird3-dog1,dog,dog
bird10-bird2,bird,bird
bird5-bird1,bird,bird
bird8-knife2,knife,knife
bird5-oven3,oven,oven
bird2-dog2,dog,dog
bird4-airplane1,clock,clock
bird9-bicycle3,bottle,bottle
bird8-keyboard2,bottle,bottle
bird3-bottle2,bottle,bottle
bird9-elephant2,elephant,elephant
bird4-clock1,clock,clock
bird6-oven1,knife,knife
bird8-car2,boat,boat
bird8-boat3,boat,boat
bird4-bicycle2,bicycle,bicycle
bird1-truck1,bottle,bottle
bird10-bear2,bear,bear
bird9-bear3,bear,bear
bird5-dog2,dog,dog
bird5-cat2,cat,cat
bird6-airplane2,chair,chair
bird9-dog2,dog,dog
bird5-chair1,car,car
bird1-chair2,chair,chair
airplane2-bear1,bear,bear
airplane5-oven3,truck,truck
airplane2-bicycle1,bicycle,bicycle
airplane10-car3,car,car
airplane2-bird3,knife,knife
airplane4-bear3,bear,bear
airplane9-oven2,oven,oven
airplane9-clock1,bottle,bottle
airplane6-knife1,truck,truck
airplane1-clock1,clock,clock
airplane3-car1,boat,boat
airplane9-car2,boat,boat
airplane10-elephant1,elephant,elephant
airplane4-cat3,cat,cat
airplane5-boat3,airplane,airplane
airplane3-dog1,dog,dog
airplane9-knife3,knife,knife
airplane5-bird2,bird,bird
airplane5-dog3,dog,dog
airplane5-chair3,keyboard,keyboard
airplane6-bear3,bear,bear
airplane4-elephant1,elephant,elephant
airplane1-elephant1,elephant,elephant
airplane8-truck3,keyboard,keyboard
airplane10-knife3,knife,knife
airplane4-airplane1,keyboard,keyboard
airplane8-clock2,clock,clock
airplane10-truck1,bottle,bottle
airplane4-bottle1,bottle,bottle
airplane9-truck1,bottle,bottle
airplane7-clock3,clock,clock
airplane7-airplane3,airplane,airplane
airplane8-bird1,bottle,bottle
airplane10-oven2,oven,oven
airplane5-knife1,truck,truck
airplane8-bicycle3,bottle,bottle
airplane4-bicycle2,bottle,bottle
airplane6-chair3,boat,boat
airplane5-bear2,bear,bear
airplane4-truck2,car,car
airplane7-car1,boat,boat
airplane7-bird3,knife,knife
airplane1-bicycle2,bicycle,bicycle
airplane4-dog2,dog,dog
airplane10-airplane1,keyboard,keyboard
airplane8-oven2,car,car
airplane10-cat2,cat,cat
airplane8-elephant3,elephant,elephant
airplane5-bottle3,bottle,bottle
airplane4-car1,boat,boat
airplane7-boat2,boat,boat
airplane6-keyboard3,bottle,bottle
airplane3-elephant1,elephant,elephant
airplane7-truck1,bottle,bottle
airplane6-bottle2,bottle,bottle
airplane9-keyboard2,bottle,bottle
airplane10-dog3,dog,dog
airplane2-bottle1,bottle,bottle
airplane4-boat3,keyboard,keyboard
airplane7-bottle3,bottle,bottle
airplane3-keyboard2,keyboard,keyboard
airplane9-boat1,boat,boat
airplane9-airplane2,knife,knife
airplane4-knife1,bottle,bottle
airplane7-keyboard1,keyboard,keyboard
airplane3-clock1,clock,clock
airplane3-cat1,cat,cat
airplane5-bicycle1,bottle,bottle
airplane3-airplane2,boat,boat
airplane2-dog1,dog,dog
airplane7-cat3,cat,cat
airplane3-chair3,keyboard,keyboard
airplane4-bird3,knife,knife
airplane1-chair2,chair,chair
airplane3-oven1,airplane,airplane
airplane4-keyboard3,bottle,bottle
airplane10-boat3,truck,truck
airplane8-chair1,keyboard,keyboard
airplane2-cat1,dog,dog
airplane10-bear3,bear,bear
clock7-boat3,clock,clock
clock8-truck2,car,car
clock6-clock2,clock,clock
clock7-car1,bicycle,bicycle
clock10-oven2,bottle,bottle
clock10-airplane1,clock,clock
clock4-chair1,keyboard,keyboard
clock8-oven3,truck,truck
clock2-knife1,clock,clock
clock1-clock2,clock,clock
clock8-bear2,clock,clock
clock9-keyboard2,bottle,bottle
clock4-elephant2,elephant,elephant
clock10-cat1,dog,dog
clock6-chair3,car,car
clock7-bicycle1,clock,clock
clock9-airplane1,clock,clock
clock5-bicycle1,clock,clock
clock3-cat1,clock,clock
clock10-bottle1,clock,clock
clock2-clock3,clock,clock
clock7-cat2,clock,clock
clock3-keyboard3,clock,clock
clock10-boat2,boat,boat
clock7-bear2,bottle,bottle
clock8-cat1,clock,clock
clock9-bird2,clock,clock
clock10-knife3,bottle,bottle
clock4-bottle3,clock,clock
clock9-chair3,boat,boat
clock8-boat1,clock,clock
clock2-bottle3,clock,clock
clock4-knife1,clock,clock
clock1-bear1,bear,bear
clock8-keyboard1,clock,clock
clock2-elephant2,elephant,elephant
clock8-airplane2,clock,clock
clock6-oven1,clock,clock
clock2-bicycle1,clock,clock
clock10-truck2,boat,boat
clock4-oven1,clock,clock
clock6-bird3,clock,clock
clock7-bottle2,bottle,bottle
clock10-dog3,bear,bear
clock4-car2,car,car
clock10-clock3,clock,clock
clock3-car2,car,car
clock3-bird1,clock,clock
clock3-dog2,clock,clock
clock2-dog1,bottle,bottle
clock7-dog2,clock,clock
clock6-truck3,car,car
clock3-bicycle2,clock,clock
clock4-boat3,clock,clock
clock6-knife2,clock,clock
clock4-airplane1,clock,clock
clock7-truck3,car,car
clock3-elephant3,elephant,elephant
clock1-truck3,bottle,bottle
clock4-bird3,clock,clock
clock1-dog2,dog,dog
clock8-knife1,clock,clock
clock5-elephant2,clock,clock
clock3-bear3,bird,bird
clock6-car2,clock,clock
clock10-bird3,knife,knife
clock1-car1,chair,chair
clock5-airplane1,clock,clock
clock7-keyboard2,clock,clock
clock9-cat1,cat,cat
clock8-chair2,chair,chair
clock5-oven1,clock,clock
clock1-elephant2,elephant,elephant
clock1-boat3,boat,boat
clock5-chair3,chair,chair
clock5-keyboard1,bottle,bottle
clock2-bear2,clock,clock
clock6-bicycle1,clock,clock
clock5-clock2,clock,clock
clock6-bottle1,clock,clock
dog5-bear3,bear,bear
dog1-knife3,knife,knife
dog2-bicycle2,bicycle,bicycle
dog9-bottle1,clock,clock
dog7-chair2,chair,chair
dog2-bottle2,bottle,bottle
dog3-boat1,boat,boat
dog2-dog3,dog,dog
dog10-car3,car,car
dog3-dog1,dog,dog
dog3-keyboard1,keyboard,keyboard
dog3-clock1,clock,clock
dog10-oven2,keyboard,keyboard
dog4-truck2,bottle,bottle
dog3-elephant2,elephant,elephant
dog10-truck2,car,car
dog7-oven2,oven,oven
dog10-airplane1,clock,clock
dog6-bicycle1,bicycle,bicycle
dog5-truck2,car,car
dog6-cat1,dog,dog
dog4-bottle2,bottle,bottle
dog10-clock1,clock,clock
dog9-cat1,dog,dog
dog6-clock1,clock,clock
dog9-chair2,chair,chair
dog7-bird3,knife,knife
dog10-bottle1,bottle,bottle
dog8-bear3,bear,bear
dog5-boat3,truck,truck
dog9-boat1,boat,boat
dog2-cat1,dog,dog
dog3-bird2,dog,dog
dog8-keyboard3,bottle,bottle
dog10-dog1,dog,dog
dog6-truck2,truck,truck
dog4-chair1,keyboard,keyboard
dog8-bottle2,bottle,bottle
dog1-bear1,bear,bear
dog8-chair3,bicycle,bicycle
dog5-car3,car,car
dog9-bicycle3,chair,chair
dog6-elephant2,elephant,elephant
dog1-chair1,car,car
dog4-oven1,bottle,bottle
dog9-car1,boat,boat
dog1-dog2,dog,dog
dog10-bicycle1,bicycle,bicycle
dog4-cat3,dog,dog
dog3-bear3,bear,bear
dog3-truck2,chair,chair
dog1-boat3,keyboard,keyboard
dog5-knife2,bottle,bottle
dog1-airplane3,chair,chair
dog2-airplane2,car,car
dog5-elephant1,elephant,elephant
dog4-elephant2,elephant,elephant
dog1-bird1,dog,dog
dog7-keyboard3,bottle,bottle
dog8-dog3,dog,dog
dog10-keyboard2,keyboard,keyboard
dog4-keyboard2,keyboard,keyboard
dog8-boat3,truck,truck
dog1-car2,bottle,bottle
dog4-airplane3,airplane,airplane
dog1-cat3,dog,dog
dog10-elephant1,elephant,elephant
dog3-knife3,knife,knife
dog7-knife3,knife,knife
dog8-clock2,clock,clock
dog6-bird1,bird,bird
dog5-oven1,keyboard,keyboard
dog4-bicycle1,bicycle,bicycle
dog8-oven3,oven,oven
dog7-car2,car,car
dog9-bear3,bear,bear
dog2-knife3,knife,knife
dog4-bird1,bird,bird
dog9-airplane3,clock,clock
dog4-clock1,clock,clock
oven9-chair1,car,car
oven3-airplane1,truck,truck
oven7-cat1,cat,cat
oven5-bicycle1,bottle,bottle
oven6-bird1,bottle,bottle
oven6-knife3,knife,knife
oven7-elephant1,elephant,elephant
oven10-cat2,cat,cat
oven2-dog3,dog,dog
oven5-bottle3,bottle,bottle
oven7-keyboard1,keyboard,keyboard
oven9-clock2,car,car
oven7-bottle1,bottle,bottle
oven3-boat3,truck,truck
oven10-airplane2,car,car
oven9-boat2,boat,boat
oven5-keyboard2,bottle,bottle
oven9-bear2,bear,bear
oven2-bicycle1,truck,truck
oven8-cat3,oven,oven
oven3-knife1,truck,truck
oven6-airplane3,oven,oven
oven4-truck3,truck,truck
oven10-boat2,oven,oven
