image,pred_label
chair9-bird3,clock
chair10-clock1,clock
chair3-car3,chair
chair7-knife2,chair
chair1-cat3,bottle
chair4-cat2,cat
chair8-car1,car
chair5-clock2,clock
chair2-knife1,chair
chair4-truck2,chair
chair5-bird1,clock
chair7-truck3,chair
chair1-clock2,clock
chair7-cat1,chair
chair3-bottle3,chair
chair4-chair3,chair
chair7-chair1,chair
chair9-keyboard2,keyboard
chair8-elephant1,elephant
chair2-boat1,chair
chair3-airplane2,chair
chair2-keyboard2,chair
chair1-elephant1,elephant
chair1-bear1,cat
chair8-airplane1,bottle
chair10-airplane2,chair
chair5-bottle3,chair
chair3-dog2,chair
chair7-bird1,chair
chair1-dog1,clock
chair7-boat3,keyboard
chair6-bird2,bottle
chair3-knife1,chair
chair5-boat3,chair
chair9-chair3,chair
chair10-bottle3,chair
chair8-clock3,chair
chair1-oven3,keyboard
chair10-bicycle1,chair
chair5-truck3,chair
chair7-clock3,clock
chair9-boat2,chair
chair9-dog2,clock
chair6-truck2,truck
chair6-dog1,bottle
chair9-bear1,clock
chair9-bottle3,clock
chair6-elephant2,elephant
chair7-airplane1,knife
chair10-bird3,chair
chair9-elephant1,elephant
chair4-keyboard2,keyboard
chair8-oven1,chair
chair7-car2,truck
chair5-oven2,chair
chair8-chair3,chair
chair7-elephant1,chair
chair5-cat3,clock
chair5-car1,clock
chair10-oven1,chair
chair5-keyboard2,keyboard
chair4-oven2,chair
chair8-keyboard3,knife
chair8-bear1,elephant
chair10-dog1,bear
chair10-cat1,dog
chair8-knife2,knife
truck3-bicycle1,truck
truck7-elephant2,elephant
truck7-boat1,truck
truck4-boat3,truck
truck10-truck3,truck
truck9-chair3,chair
truck7-bird2,truck
truck2-car3,truck
truck8-dog3,bear
truck2-bird2,truck
truck6-boat2,truck
truck6-dog2,boat
truck3-knife2,truck
truck10-car3,car
truck9-bottle2,bottle
truck3-oven2,clock
truck4-airplane3,truck
truck4-bottle2,bottle
truck6-knife2,knife
truck2-oven3,oven
truck1-bear1,cat
truck6-clock2,truck
truck1-chair2,truck
truck1-dog1,bear
truck5-cat3,bottle
truck6-bear2,knife
truck4-oven2,clock
truck8-elephant1,elephant
truck8-cat2,bird
truck2-airplane3,truck
truck2-keyboard1,truck
truck5-airplane2,truck
truck6-truck2,truck
truck4-bear1,bear
truck2-boat3,truck
truck9-boat3,truck
truck2-elephant1,knife
truck5-bird2,truck
truck1-cat1,cat
truck3-dog3,dog
truck6-bottle3,bottle
truck1-car3,truck
truck6-cat2,bird
truck9-airplane2,truck
truck7-oven2,truck
truck3-bird2,airplane
truck3-chair2,chair
truck1-bird1,truck
truck2-chair1,car
truck7-chair2,chair
truck6-bicycle1,truck
truck7-keyboard3,keyboard
truck10-elephant3,elephant
truck1-knife1,truck
truck3-cat1,dog
truck8-bottle2,bottle
truck9-truck3,truck
truck3-clock3,clock
truck5-truck1,truck
truck10-bicycle1,car
truck6-oven3,clock
truck3-keyboard3,knife
truck5-knife3,knife
truck4-knife1,knife
truck3-car3,car
truck5-dog3,truck
truck10-airplane1,truck
truck2-clock1,clock
truck7-truck2,truck
truck3-bear3,elephant
truck8-keyboard2,keyboard
truck2-bottle3,keyboard
truck10-clock1,truck
truck5-keyboard1,knife
truck1-bicycle3,truck
truck2-bicycle2,truck
truck5-car1,truck
truck7-bear2,truck
truck9-elephant1,knife
truck1-clock3,truck
bottle6-dog3,bear
bottle1-clock1,bottle
bottle1-keyboard3,bottle
bottle1-car1,boat
bottle6-bicycle3,bottle
bottle5-bird3,bottle
bottle8-bottle3,bottle
bottle3-bird1,bottle
bottle7-airplane3,bottle
bottle8-keyboard3,bottle
bottle3-boat3,bottle
bottle9-bicycle1,chair
bottle10-boat3,bottle
bottle4-car3,clock
bottle9-truck1,bottle
bottle4-bicycle1,clock
bottle6-boat3,bottle
bottle4-oven2,bottle
bottle5-cat1,bear
bottle1-dog2,dog
bottle9-bottle1,chair
bottle2-knife3,bottle
bottle7-elephant2,elephant
bottle3-airplane2,bottle
bottle7-boat3,clock
bottle2-elephant1,elephant
bottle1-cat3,clock
bottle2-chair3,chair
bottle6-oven3,oven
bottle5-chair1,car
bottle9-elephant2,elephant
bottle8-bird1,bottle
bottle9-cat2,bird
bottle6-airplane1,bottle
bottle5-elephant1,elephant
bottle2-car2,bottle
bottle1-bear1,cat
bottle5-knife1,knife
bottle4-truck1,bottle
bottle9-car3,bottle
bottle8-dog2,bottle
bottle3-cat3,bottle
bottle10-clock2,bottle
bottle7-keyboard2,clock
bottle1-bird3,bottle
bottle3-bottle3,bottle
bottle5-boat1,bottle
bottle5-keyboard2,keyboard
bottle7-bear1,bear
bottle4-dog2,bottle
bottle7-clock1,clock
bottle5-oven2,clock
bottle3-knife3,bottle
bottle10-bear2,bottle
bottle7-oven2,bottle
bottle6-bear2,bottle
bottle6-knife3,bottle
bottle6-bird1,bottle
bottle6-bottle3,bottle
bottle1-chair2,chair
bottle3-bicycle3,bottle
bottle5-airplane1,bottle
bottle9-keyboard1,clock
bottle4-airplane1,knife
bottle3-bear2,elephant
bottle8-knife1,bottle
bottle8-elephant3,elephant
bottle5-clock3,bottle
bottle3-chair3,clock
bottle10-car1,bottle
bottle2-bottle3,bottle
bottle6-chair2,chair
bottle2-clock1,bottle
bottle10-truck3,bottle
bottle9-oven2,bottle
bottle7-truck2,truck
bottle7-cat2,cat
bottle8-bicycle1,bottle
bottle10-dog1,bottle
bottle5-truck1,bottle
knife10-oven3,clock
knife5-cat2,cat
knife4-clock3,clock
knife6-oven3,clock
knife7-boat3,boat
knife9-bird1,bird
knife6-truck1,car
knife5-truck3,car
knife9-airplane2,knife
knife9-elephant2,elephant
knife1-oven1,keyboard
knife1-clock2,clock
knife2-elephant2,elephant
knife4-car2,clock
knife6-bicycle1,bicycle
knife2-truck2,chair
knife6-chair3,clock
knife8-truck3,bottle
knife6-clock2,clock
knife3-bear2,bear
knife5-knife3,knife
knife5-dog1,knife
knife9-bottle2,bottle
knife5-oven2,knife
knife6-bottle3,clock
knife5-keyboard3,knife
knife2-bird1,knife
knife2-bottle2,bottle
knife7-bird3,bottle
knife1-airplane1,clock
knife6-boat3,boat
knife3-keyboard3,keyboard
knife2-bear2,bird
knife4-knife2,chair
knife8-bicycle1,bottle
knife10-elephant3,elephant
knife2-car3,car
knife3-clock2,clock
knife4-airplane3,airplane
knife2-cat3,bottle
knife1-keyboard3,keyboard
knife8-car2,boat
knife2-bicycle3,bottle
knife1-truck2,truck
knife4-boat1,airplane
knife2-dog1,bear
knife1-chair1,keyboard
knife1-elephant1,elephant
knife1-bird2,bird
knife9-bicycle1,keyboard
knife6-knife1,clock
knife9-bear3,elephant
knife10-dog1,bear
knife3-cat1,bear
knife4-keyboard1,airplane
knife10-bear3,bear
knife5-bicycle2,bottle
knife3-knife1,clock
knife8-cat2,cat
knife10-chair1,keyboard
knife4-bear1,bear
knife7-chair2,chair
knife4-cat2,bird
knife1-dog1,bear
knife5-clock1,clock
knife6-airplane1,knife
knife7-bottle3,bottle
knife8-boat1,boat
knife8-bottle3,bottle
knife7-airplane3,clock
knife6-bird1,knife
knife10-keyboard3,knife
knife7-car2,clock
knife1-car3,bicycle
knife9-boat1,airplane
knife6-dog2,bird
knife9-chair1,car
knife7-elephant2,elephant
knife4-oven2,keyboard
knife10-knife1,bottle
cat7-knife2,knife
cat4-oven1,knife
cat1-keyboard3,knife
cat8-bear1,bear
cat4-dog3,cat
cat7-truck2,chair
cat8-bird2,cat
cat4-knife1,knife
cat1-airplane1,knife
cat5-airplane2,chair
cat6-keyboard3,bottle
cat4-clock2,clock
cat9-truck1,bottle
cat9-bottle2,bottle
cat5-bear2,cat
cat9-dog2,clock
cat4-cat3,knife
cat10-oven2,bottle
cat6-clock3,clock
cat2-boat2,clock
cat7-dog3,cat
cat2-knife3,knife
cat4-airplane1,oven
cat10-elephant3,elephant
cat2-truck3,car
cat5-bicycle3,bottle
cat9-clock2,clock
cat6-chair3,keyboard
cat7-clock3,clock
cat7-airplane2,airplane
cat5-knife2,airplane
cat10-bird2,cat
cat1-car2,car
cat5-boat1,boat
cat5-chair3,keyboard
cat2-car3,clock
cat8-car2,clock
cat5-elephant2,elephant
cat9-boat2,truck
cat10-bicycle1,clock
cat3-bear2,cat
cat6-bear1,bear
cat10-bear1,bear
cat9-cat3,bottle
cat4-chair2,chair
cat1-dog1,cat
cat10-airplane3,airplane
cat10-keyboard1,keyboard
cat1-boat1,boat
cat7-elephant1,elephant
cat1-chair2,chair
cat4-truck3,knife
cat5-car2,car
cat4-car2,bottle
cat3-oven2,oven
cat7-boat3,boat
cat8-bicycle3,cat
cat5-keyboard3,clock
cat2-bottle3,clock
cat4-bird2,cat
cat9-knife2,knife
cat9-bicycle1,keyboard
cat5-bottle1,bottle
cat2-cat1,cat
cat9-chair2,chair
cat10-clock1,clock
cat3-bicycle1,clock
cat10-bottle1,clock
cat1-oven1,chair
cat7-bottle1,bottle
cat1-cat3,cat
cat9-bird3,bottle
cat6-oven1,bottle
cat1-bird1,cat
cat2-elephant1,elephant
cat5-dog3,cat
cat3-cat1,cat
cat3-truck3,clock
cat3-elephant2,elephant
cat4-keyboard2,keyboard
boat4-car3,car
boat1-bear1,cat
boat7-clock3,clock
boat8-elephant1,knife
boat3-bicycle2,bicycle
boat6-car1,clock
boat1-elephant3,elephant
boat6-bear1,bear
boat2-bottle2,bottle
boat9-keyboard2,bottle
boat7-elephant3,knife
boat10-oven1,clock
boat6-bottle2,bottle
boat2-oven3,oven
boat6-clock2,clock
boat5-knife2,chair
boat4-elephant2,elephant
boat6-airplane2,boat
boat5-clock3,clock
boat7-bottle1,clock
boat10-truck1,boat
boat1-truck3,keyboard
boat1-car2,car
boat1-bird3,bird
boat5-airplane1,airplane
boat6-dog1,bear
boat2-bear3,elephant
boat9-chair2,chair
boat9-bird1,airplane
boat8-oven1,truck
boat10-bear3,bird
boat5-car3,car
boat3-clock3,clock
boat4-bicycle3,knife
boat9-cat3,clock
boat9-airplane2,airplane
boat9-knife2,knife
boat6-bicycle2,bicycle
boat7-truck2,truck
boat6-cat1,cat
boat5-boat3,boat
boat1-oven1,airplane
boat4-chair2,chair
boat1-bicycle2,bottle
boat8-truck2,car
boat9-dog2,bird
boat9-bear3,bird
boat8-bottle1,knife
boat7-boat2,truck
boat1-chair3,keyboard
boat2-airplane1,boat
boat3-keyboard2,keyboard
boat10-boat3,boat
boat5-bicycle3,bottle
boat6-knife2,knife
boat1-keyboard3,knife
boat7-keyboard3,bottle
boat8-bird2,knife
boat3-airplane2,boat
boat7-chair1,chair
boat9-boat3,boat
boat2-keyboard1,clock
boat8-knife1,knife
boat10-cat1,dog
boat8-dog3,knife
boat4-knife2,bird
boat3-dog3,bear
boat2-bird1,airplane
boat9-clock1,clock
boat6-truck3,keyboard
boat4-dog2,bird
boat7-oven3,oven
boat3-cat3,chair
boat4-bird1,bird
boat7-cat3,elephant
boat4-boat3,boat
boat3-chair3,clock
boat4-bottle2,bottle
boat6-elephant2,elephant
boat3-car3,car
bird6-bottle3,bottle
bird10-cat1,dog
bird10-chair1,chair
bird7-truck2,car
bird9-chair1,chair
bird6-elephant2,elephant
bird7-knife2,bird
bird7-keyboard3,knife
bird6-car3,chair
bird3-oven1,truck
bird2-knife1,knife
bird1-bicycle2,bicycle
bird2-airplane3,airplane
bird10-bicycle1,bottle
bird3-bear3,bear
bird1-keyboard3,knife
bird1-oven1,oven
bird2-clock3,keyboard
bird4-dog3,dog
bird7-boat1,bottle
bird5-truck2,truck
bird4-cat3,knife
bird1-bear1,bear
bird5-car2,car
bird1-boat1,boat
bird7-cat3,bottle
bird9-bottle3,bird
bird2-bird2,bird
bird7-car2,car
bird3-boat3,truck
bird3-bird2,bird
bird6-boat2,truck
bird10-elephant2,elephant
bird5-keyboard2,knife
bird3-knife3,knife
bird6-truck2,truck
bird7-oven3,chair
bird8-chair1,chair
bird5-airplane3,bird
bird2-car3,car
bird5-bicycle1,bird
bird8-bottle1,clock
bird3-truck3,chair
bird9-keyboard1,bottle
bird7-bottle1,clock
bird7-bird2,bird
bird1-clock3,clock
bird5-bear3,bird
bird1-airplane2,bird
bird1-knife3,knife
bird10-clock1,clock
bird3-cat1,cat
bird8-elephant1,elephant
bird8-clock1,clock
bird1-elephant2,elephant
bird3-dog1,dog
bird10-bird2,bird
bird5-bird1,knife
bird8-knife2,bird
bird5-oven3,clock
bird2-dog2,dog
bird4-airplane1,airplane
bird9-bicycle3,bottle
bird8-keyboard2,knife
bird3-bottle2,bottle
bird9-elephant2,elephant
bird4-clock1,clock
bird6-oven1,chair
bird8-car2,bicycle
bird8-boat3,truck
bird4-bicycle2,chair
bird1-truck1,bottle
bird10-bear2,elephant
bird9-bear3,bear
bird5-dog2,dog
bird5-cat2,bird
bird6-airplane2,airplane
bird9-dog2,dog
bird5-chair1,chair
bird1-chair2,chair
airplane2-bear1,bear
airplane5-oven3,oven
airplane2-bicycle1,bicycle
airplane10-car3,truck
airplane2-bird3,bottle
airplane4-bear3,elephant
airplane9-oven2,oven
airplane9-clock1,clock
airplane6-knife1,clock
airplane1-clock1,clock
airplane3-car1,clock
airplane9-car2,car
airplane10-elephant1,elephant
airplane4-cat3,bottle
airplane5-boat3,airplane
airplane3-dog1,bear
airplane9-knife3,knife
airplane5-bird2,airplane
airplane5-dog3,bear
airplane5-chair3,clock
airplane6-bear3,bear
airplane4-elephant1,elephant
airplane1-elephant1,elephant
airplane8-truck3,keyboard
airplane10-knife3,bottle
airplane4-airplane1,airplane
airplane8-clock2,clock
airplane10-truck1,car
airplane4-bottle1,bottle
airplane9-truck1,car
airplane7-clock3,clock
airplane7-airplane3,airplane
airplane8-bird1,bird
airplane10-oven2,oven
airplane5-knife1,knife
airplane8-bicycle3,knife
airplane4-bicycle2,bicycle
airplane6-chair3,keyboard
airplane5-bear2,elephant
airplane4-truck2,truck
airplane7-car1,airplane
airplane7-bird3,airplane
airplane1-bicycle2,bird
airplane4-dog2,bottle
airplane10-airplane1,clock
airplane8-oven2,oven
airplane10-cat2,cat
airplane8-elephant3,elephant
airplane5-bottle3,clock
airplane4-car1,clock
airplane7-boat2,chair
airplane6-keyboard3,airplane
airplane3-elephant1,elephant
airplane7-truck1,clock
airplane6-bottle2,bottle
airplane9-keyboard2,keyboard
airplane10-dog3,bear
airplane2-bottle1,bottle
airplane4-boat3,boat
airplane7-bottle3,clock
airplane3-keyboard2,clock
airplane9-boat1,boat
airplane9-airplane2,airplane
airplane4-knife1,bottle
airplane7-keyboard1,knife
airplane3-clock1,clock
airplane3-cat1,cat
airplane5-bicycle1,clock
airplane3-airplane2,clock
airplane2-dog1,bear
airplane7-cat3,boat
airplane3-chair3,clock
airplane4-bird3,knife
airplane1-chair2,bottle
airplane3-oven1,airplane
airplane4-keyboard3,knife
airplane10-boat3,boat
airplane8-chair1,keyboard
airplane2-cat1,cat
airplane10-bear3,bird
clock7-boat3,clock
clock8-truck2,truck
clock6-clock2,clock
clock7-car1,clock
clock10-oven2,clock
clock10-airplane1,clock
clock4-chair1,clock
clock8-oven3,clock
clock2-knife1,clock
clock1-clock2,clock
clock8-bear2,clock
clock9-keyboard2,keyboard
clock4-elephant2,elephant
clock10-cat1,knife
clock6-chair3,clock
clock7-bicycle1,clock
clock9-airplane1,clock
clock5-bicycle1,clock
clock3-cat1,clock
clock10-bottle1,clock
clock2-clock3,clock
clock7-cat2,clock
clock3-keyboard3,clock
clock10-boat2,clock
clock7-bear2,clock
clock8-cat1,clock
clock9-bird2,clock
clock10-knife3,clock
clock4-bottle3,clock
clock9-chair3,clock
clock8-boat1,clock
clock2-bottle3,clock
clock4-knife1,clock
clock1-bear1,cat
clock8-keyboard1,clock
clock2-elephant2,clock
clock8-airplane2,clock
clock6-oven1,oven
clock2-bicycle1,clock
clock10-truck2,bottle
clock4-oven1,clock
clock6-bird3,clock
clock7-bottle2,clock
clock10-dog3,dog
clock4-car2,clock
clock10-clock3,clock
clock3-car2,clock
clock3-bird1,clock
clock3-dog2,clock
clock2-dog1,clock
clock7-dog2,clock
clock6-truck3,clock
clock3-bicycle2,clock
clock4-boat3,clock
clock6-knife2,clock
clock4-airplane1,clock
clock7-truck3,clock
clock3-elephant3,clock
clock1-truck3,clock
clock4-bird3,clock
clock1-dog2,bottle
clock8-knife1,clock
clock5-elephant2,elephant
clock3-bear3,clock
clock6-car2,clock
clock10-bird3,clock
clock1-car1,clock
clock5-airplane1,clock
clock7-keyboard2,clock
clock9-cat1,clock
clock8-chair2,chair
clock5-oven1,clock
clock1-elephant2,elephant
clock1-boat3,clock
clock5-chair3,clock
clock5-keyboard1,clock
clock2-bear2,clock
clock6-bicycle1,clock
clock5-clock2,clock
clock6-bottle1,clock
dog5-bear3,dog
dog1-knife3,knife
dog2-bicycle2,bird
dog9-bottle1,chair
dog7-chair2,chair
dog2-bottle2,bottle
dog3-boat1,car
dog2-dog3,dog
dog10-car3,car
dog3-dog1,bear
dog3-keyboard1,keyboard
dog3-clock1,clock
dog10-oven2,chair
dog4-truck2,truck
dog3-elephant2,elephant
dog10-truck2,car
dog7-oven2,oven
dog10-airplane1,car
dog6-bicycle1,bottle
dog5-truck2,clock
dog6-cat1,dog
dog4-bottle2,bottle
dog10-clock1,clock
dog9-cat1,dog
dog6-clock1,clock
dog9-chair2,chair
dog7-bird3,chair
dog10-bottle1,bottle
dog8-bear3,elephant
dog5-boat3,boat
dog9-boat1,bottle
dog2-cat1,dog
dog3-bird2,dog
dog8-keyboard3,keyboard
dog10-dog1,dog
dog6-truck2,truck
dog4-chair1,car
dog8-bottle2,bottle
dog1-bear1,bear
dog8-chair3,chair
dog5-car3,clock
dog9-bicycle3,bottle
dog6-elephant2,elephant
dog1-chair1,chair
dog4-oven1,keyboard
dog9-car1,car
dog1-dog2,dog
dog10-bicycle1,chair
dog4-cat3,cat
dog3-bear3,cat
dog3-truck2,truck
dog1-boat3,keyboard
dog5-knife2,knife
dog1-airplane3,airplane
dog2-airplane2,car
dog5-elephant1,elephant
dog4-elephant2,elephant
dog1-bird1,elephant
dog7-keyboard3,bottle
dog8-dog3,dog
dog10-keyboard2,keyboard
dog4-keyboard2,clock
dog8-boat3,truck
dog1-car2,bicycle
dog4-airplane3,bottle
dog1-cat3,bear
dog10-elephant1,elephant
dog3-knife3,knife
dog7-knife3,knife
dog8-clock2,clock
dog6-bird1,bird
dog5-oven1,clock
dog4-bicycle1,clock
dog8-oven3,oven
dog7-car2,car
dog9-bear3,bear
dog2-knife3,knife
dog4-bird1,bear
dog9-airplane3,airplane
dog4-clock1,clock
oven9-chair1,car
oven3-airplane1,oven
oven7-cat1,cat
oven5-bicycle1,bottle
oven6-bird1,oven
oven6-knife3,oven
oven7-elephant1,elephant
oven10-cat2,oven
oven2-dog3,oven
oven5-bottle3,clock
oven7-keyboard1,oven
oven9-clock2,oven
oven7-bottle1,bottle
oven3-boat3,clock
oven10-airplane2,oven
oven9-boat2,oven
oven5-keyboard2,clock
oven9-bear2,oven
oven2-bicycle1,chair
oven8-cat3,knife
oven3-knife1,oven
oven6-airplane3,oven
oven4-truck3,oven
oven10-boat2,oven
oven1-cat1,cat
oven8-keyboard3,keyboard
oven4-elephant3,chair
oven7-clock2,clock
oven2-oven3,oven
oven4-bottle2,bottle
oven3-car2,car
oven3-elephant3,bottle
oven2-chair1,chair
oven1-boat3,truck
oven10-bicycle1,oven
oven7-car3,truck
oven5-elephant1,elephant
oven9-keyboard1,keyboard
oven4-chair1,car
oven6-bear2,oven
oven3-bottle3,clock
oven4-bicycle2,chair
oven1-clock3,keyboard
oven7-oven1,oven
oven2-car1,truck
oven2-bottle1,bottle
oven9-car2,car
oven4-keyboard3,bottle
oven6-chair3,chair
oven2-bear3,bottle
oven3-clock3,clock
oven4-dog1,cat
oven3-bear2,bear
oven9-airplane2,car
oven9-oven1,oven
oven6-truck1,car
oven9-bird3,oven
oven10-truck2,oven
oven10-oven3,oven
oven3-truck1,car
oven6-oven3,clock
oven3-cat2,oven
oven9-knife3,knife
oven7-dog2,dog
oven1-bird3,oven
oven4-knife2,oven
oven4-clock2,oven
oven8-knife2,oven
oven5-dog3,knife
oven2-boat3,oven
oven5-airplane1,oven
oven2-bird2,oven
oven10-bear1,oven
oven1-dog3,oven
oven6-elephant2,elephant
oven4-car1,oven
oven6-bicycle1,clock
oven2-truck3,oven
oven8-chair1,chair
oven5-bird1,bottle
elephant8-airplane3,airplane
elephant6-cat2,cat
elephant7-bear3,bear
elephant10-keyboard1,keyboard
elephant5-chair3,keyboard
elephant1-bear2,elephant
elephant6-car3,oven
elephant6-knife2,knife
elephant4-boat3,elephant
elephant4-chair3,bottle
elephant1-chair1,car
elephant10-bear1,bear
elephant7-car3,bottle
elephant4-oven1,bottle
elephant9-bicycle2,bottle
elephant5-bottle2,bottle
elephant6-bird1,elephant
elephant9-airplane2,car
elephant7-clock2,clock
elephant2-clock1,clock
elephant2-bird1,elephant
elephant3-chair1,chair
elephant5-bicycle3,clock
elephant2-truck2,truck
elephant8-bird2,elephant
elephant6-dog2,dog
elephant9-boat3,chair
elephant7-knife2,knife
elephant4-car3,clock
elephant2-boat1,bottle
elephant6-truck3,car
elephant8-elephant1,elephant
elephant8-bicycle3,bottle
elephant7-bird1,elephant
elephant2-cat1,cat
elephant6-bicycle1,bottle
elephant5-car1,car
elephant7-bottle3,clock
elephant2-bear3,elephant
elephant3-knife1,knife
elephant8-knife2,bicycle
elephant1-keyboard3,knife
elephant5-truck1,car
elephant4-bird1,elephant
elephant6-bottle2,bottle
elephant8-truck3,clock
elephant5-bear2,bear
elephant9-dog3,cat
elephant9-elephant3,elephant
elephant5-elephant1,elephant
elephant2-bottle3,clock
elephant9-chair2,chair
elephant1-car3,chair
elephant1-oven2,bottle
elephant4-clock3,clock
elephant8-clock2,bottle
elephant3-cat2,cat
elephant8-boat2,chair
elephant4-bicycle2,bottle
elephant3-truck1,bottle
elephant3-oven1,clock
elephant7-dog1,bear
elephant7-airplane3,elephant
elephant8-dog1,bear
elephant2-airplane3,bottle
elephant1-airplane2,chair
elephant10-knife3,knife
elephant10-elephant1,elephant
elephant9-clock3,bottle
elephant8-oven3,oven
elephant1-boat2,chair
elephant6-oven1,knife
elephant2-elephant3,elephant
elephant1-dog2,dog
elephant7-cat1,cat
elephant3-keyboard2,knife
elephant7-keyboard3,knife
elephant2-keyboard3,bottle
elephant8-cat1,cat
elephant1-bottle1,chair
bear2-cat2,bear
bear7-bicycle2,bottle
bear5-bottle1,clock
bear2-car2,bicycle
bear3-chair2,chair
bear1-clock2,cat
bear10-bottle1,clock
bear10-knife2,knife
bear5-airplane3,keyboard
bear3-bird3,bear
bear3-keyboard2,keyboard
bear4-keyboard3,knife
bear7-oven3,chair
bear1-elephant1,elephant
bear10-oven1,chair
bear5-oven3,chair
bear7-bear2,bear
bear1-bird2,dog
bear10-truck1,car
bear8-bicycle3,bottle
bear3-dog3,dog
bear4-truck3,keyboard
bear8-knife3,knife
bear6-cat3,clock
bear9-bottle2,bottle
bear10-car2,car
bear3-car2,car
bear2-airplane1,oven
bear10-chair2,chair
bear10-keyboard3,keyboard
bear6-bottle3,clock
bear4-cat3,boat
bear2-dog1,bear
bear6-car2,car
bear2-bird3,bear
bear5-chair1,chair
bear8-boat2,chair
bear9-keyboard3,keyboard
bear6-bird2,bear
bear4-knife1,knife
bear7-clock1,clock
bear8-truck3,clock
bear8-bear1,bear
bear2-oven1,clock
bear9-boat2,chair
bear6-bear1,bear
bear4-car3,bottle
bear3-airplane1,airplane
bear3-truck3,bottle
bear1-bicycle3,bottle
bear4-oven2,keyboard
bear9-dog1,bear
bear10-clock1,clock
bear8-airplane1,clock
bear4-elephant2,elephant
bear10-cat2,bird
bear2-elephant1,elephant
bear8-dog1,bear
bear5-bird1,bear
bear6-boat3,chair
bear7-dog3,bear
bear9-knife2,knife
bear1-airplane3,bear
bear3-bicycle2,bottle
bear4-boat2,truck
bear2-keyboard2,keyboard
bear2-knife2,knife
bear10-elephant1,elephant
bear1-bear3,bear
bear3-cat1,cat
bear8-bottle1,chair
bear8-elephant2,elephant
bear4-clock3,elephant
bear7-truck1,car
bear10-bear2,elephant
bear1-chair2,chair
bear6-chair1,chair
bear6-clock1,bottle
bear5-bicycle3,bottle
bear5-boat2,boat
car10-bicycle2,car
car4-car2,car
car4-clock1,clock
car4-oven2,clock
car6-bicycle3,bottle
car8-cat1,cat
car8-dog1,cat
car5-cat1,dog
car7-elephant3,elephant
car5-keyboard3,knife
car6-boat1,car
car3-truck1,car
car2-knife3,knife
car10-keyboard2,knife
car4-bird1,bird
car6-truck3,car
car1-oven3,oven
car3-bird2,knife
car9-keyboard2,clock
car5-bottle1,chair
car7-bird3,car
car1-airplane1,car
car7-clock1,clock
car3-bottle3,clock
car8-airplane3,car
car9-truck3,car
car8-clock2,car
car9-bicycle2,car
car1-clock2,clock
car6-chair3,boat
car8-bear1,cat
car6-elephant3,elephant
car4-elephant3,knife
car7-airplane2,car
car6-bear1,bear
car5-knife2,truck
car7-keyboard3,keyboard
car10-car1,car
car9-knife1,car
car8-knife2,knife
car1-car2,car
car3-boat1,car
