image,timestamp,response,pred_label,pred_conf,pred_llm_judge
dog10-elephant1,2024-01-14 03:57:05,A dog made of elephant skin.,elephant,0.99921894,K L
dog1-chair1,2024-01-14 03:57:12,The image is of a bunch of red and pink seats.,chair,0.8839334,X
dog9-bicycle3,2024-01-14 03:57:18,The image is of a dog made out of metal rods and wires.,dog,0.9996151,K
dog2-cat1,2024-01-14 03:57:24,The image is a close-up of a dog's face. The dog has light fur with some brown patches. Its eyes are dark brown and its nose is black.,dog,0.99992836,H
dog1-knife3,2024-01-14 03:57:29,The image is a painting of a dog. The dog is white and grey with black eyes.,dog,0.99982435,H
dog4-clock1,2024-01-14 03:57:36,The image is a depiction of a dog made out of numbers and letters.,dog,0.99966395,K
dog9-boat1,2024-01-14 03:57:41,The image is an abstract painting of a horse.,elephant,0.85695386,X
dog9-cat1,2024-01-14 03:57:47,A brown dog sits on a white fur blanket.,dog,0.99749607,K
dog2-knife3,2024-01-14 03:57:53,The image is a depiction of a person's face.,airplane,0.89137465,X
dog7-bird3,2024-01-14 03:57:59,The image is a photo of a brown dog with a white spot on its chest. The dog is looking at the camera with a serious expression.,dog,0.99932337,K
dog1-bear1,2024-01-14 03:58:05,The image is a close-up of a brown dog's face.,dog,0.9999727,K
dog2-airplane2,2024-01-14 03:58:10,The image is an abstract painting of a dog.,dog,0.9996505,H
dog4-bottle2,2024-01-14 03:58:17,The image is a silhouette of the continent of Africa made out of wine bottles.,bottle,0.9999912,F
dog1-boat3,2024-01-14 03:58:23,The image is an abstract painting. It is made up of bright colors and shapes. There is no clear subject matter.,airplane,0.99456763,X
dog1-car2,2024-01-14 03:58:29,The image is an abstract painting with bright colors and a lot of detail. It is hard to distinguish objects within the painting.,airplane,0.9941071,X
dog10-keyboard2,2024-01-14 03:58:36,A black and white photo of a dog.,dog,0.99997246,K
dog4-truck2,2024-01-14 03:58:42,"The image is an abstract painting with a red, white, and pink color scheme. It appears to be a close-up of a car grill.",car,0.9849487,G
dog7-chair2,2024-01-14 03:58:48,The image is a sculpture of a person's head made of wood.,chair,0.6728464,X
dog1-dog2,2024-01-14 03:58:54,"A small, white dog with light brown eyes and a light brown nose is looking at the camera. The dog's fur is fluffy and looks soft. The background is a blur of light and dark colors.",dog,0.99974114,"H. cat
X"
dog1-airplane3,2024-01-14 03:59:01,The image is a photo of a white airplane.,airplane,1.0,A
dog8-bottle2,2024-01-14 03:59:07,The image is a photo of a bunch of colorful bottles.,bottle,1.0,F
dog7-knife3,2024-01-14 03:59:12,The image looks like a person-shaped statue made of stone.,airplane,0.37920818,X
dog8-oven3,2024-01-14 03:59:18,The image is an elephant made of metal with a telephone receiver for a head.,elephant,0.99999964,X
dog1-bird1,2024-01-14 03:59:24,A blue dog made of plastic.,dog,0.9999658,K
dog5-oven1,2024-01-14 03:59:30,The image is a black and white portrait of a person. The person's face is obscured by several horizontal lines.,airplane,0.9645434,X
dog6-cat1,2024-01-14 03:59:36,The image shows a brown and white dog lying on a white fur blanket. The dog has its tongue out and looks like it is panting.,dog,0.9996687,K
dog3-keyboard1,2024-01-14 03:59:42,A black dog is lying on the ground.,dog,0.9999813,K
dog1-cat3,2024-01-14 03:59:48,The image is a photo of a dog. It is a small breed and looks like it is a mix of multiple breeds. The dog has light fur with some darker patches. The dog is looking at the camera and has its mouth slightly open.,dog,0.9999809,H
dog5-elephant1,2024-01-14 03:59:54,The image is a depiction of a dog's face. The dog appears to be a golden retriever and has a happy expression. The image is highly stylized and looks like it was created using a computer program.,dog,0.9997913,K
dog8-clock2,2024-01-14 04:00:00,A photo of a dog with a sepia tone filter.,dog,0.99985266,K
dog3-truck2,2024-01-14 04:00:06,The image is an abstract painting with a red shape in the center.,airplane,0.7723567,X
dog7-keyboard3,2024-01-14 04:00:12,"The image is a photograph of a person's face. The face is partially obscured by a hand, and the person is wearing a hat. The background is a blur of light and dark colors.",airplane,0.85411155,X
dog10-truck2,2024-01-14 04:00:18,The image is a close-up of the front of a red semi-truck.,truck,0.99999774,P
dog6-bird1,2024-01-14 04:00:24,A blue dog wearing a collar.,dog,0.9999956,K
dog2-bottle2,2024-01-14 04:00:30,The image looks like a bunch of colorful bottles.,bottle,1.0,F
dog6-bicycle1,2024-01-14 04:00:36,The image is a bunch of metal pieces arranged in a circular shape with red accents.,clock,0.5694778,X
dog6-truck2,2024-01-14 04:00:41,The image is an abstract painting of a car.,car,0.9997776,G
dog6-elephant2,2024-01-14 04:00:47,The image is a close-up of an elephant's skin.,elephant,1.0,L
dog4-keyboard2,2024-01-14 04:00:53,The image is a photo of a black umbrella.,airplane,0.9497885,X
dog5-knife2,2024-01-14 04:00:59,"The image is a dark, grungy close up of a face. The face seems to be made of metal, with rivets and screws holding it together. The eyes are glowing red, and the mouth is open in a grimace.",bottle,0.54420584,X
dog10-bicycle1,2024-01-14 04:01:05,The image is a photo of a black dog lying on a pile of scrap metal.,dog,0.99104804,K
dog4-oven1,2024-01-14 04:01:11,A photo of a black and white cat looking to the right.,cat,0.99999297,H
dog8-chair3,2024-01-14 04:01:17,The image is an abstract painting of an elephant.,elephant,1.0,L
dog7-car2,2024-01-14 04:01:23,The image is an abstract portrait of a woman.,airplane,0.7847244,X
bear3-airplane1,2024-01-14 04:01:29,The image is a photo of a polar bear walking on ice.,bear,0.9998332,B
bear8-truck3,2024-01-14 04:01:36,The image is a colorful abstract painting.,airplane,0.9794988,X
bear2-cat2,2024-01-14 04:01:41,The image is a close-up of a lynx's fur.,cat,0.994568,H
bear6-chair1,2024-01-14 04:01:47,The image is a bunch of red and pink chairs in a theater.,chair,0.99998975,I
bear10-cat2,2024-01-14 04:01:54,The image is a close-up of a lynx's fur.,cat,0.994568,H
bear10-oven1,2024-01-14 04:01:59,The image is a greyscale photo of a polar bear.,bear,0.9999423,B
bear3-cat1,2024-01-14 04:02:05,A red fox sleeping on a white surface.,bear,0.7619616,X
bear5-bicycle3,2024-01-14 04:02:12,The image is a photo of a metal sculpture of a bear standing on a bed of nails. The bear is made of twisted metal rods and has a snarling expression on its face. The nails are arranged in a grid pattern and are pointing upwards. The background is a blurred image of a forest.,bear,0.99994326,X
bear8-bottle1,2024-01-14 04:02:18,The image is a photomosaic of a bear made out of pictures of bottles.,bottle,0.98225486,"B, F"
bear4-boat2,2024-01-14 04:02:24,The image is an abstract painting of a red bull.,airplane,0.76218975,X
bear3-chair2,2024-01-14 04:02:30,The image is a photo of a large room filled with chairs.,chair,0.9999856,I
