image,timestamp,response,pred_llm_judge,pred_label,pred_conf
truck3-dog3,2024-02-14 12:25:38,A blurry image of a dog with a blurry background.,K,dog,0.999863
elephant1-keyboard3,2024-02-14 12:25:39,A blurry image of a black cat standing on a wooden floor.,H,cat,0.99994564
knife6-knife1,2024-02-14 12:25:40,A painting of a black cat on a brown background with blue and green colors.,H,cat,0.9997471
bicycle8-chair2,2024-02-14 12:25:40,A painting of a bicycle with a blurry background.,C,bicycle,0.9999975
chair9-elephant1,2024-02-14 12:25:41,A close-up of a chair's backrest with a grayish texture.,I,chair,0.99999976
clock10-dog3,2024-02-14 12:25:42,A blurry image of a clock with a white background.,J,clock,1.0
elephant3-knife1,2024-02-14 12:25:42,A painting of an elephant with a blurry background.,L,elephant,0.9999999
knife7-boat3,2024-02-14 12:25:43,A painting of a city with a red car and a blue building.,G,car,0.9991066
bird5-oven3,2024-02-14 12:25:44,A blurry image of a bird with a red beak and a green eye.,D,bird,0.99997914
chair10-bird3,2024-02-14 12:25:44,A painting of a chair with a blurry background.,I,chair,0.99999607
bear1-chair2,2024-02-14 12:25:45,A painting of a room with wooden chairs and a white wall.,I,chair,0.99980253
boat2-oven3,2024-02-14 12:25:46,"A blurry image of a room with a bed, a chair, and a window.","I, C",airplane,0.6007975
chair1-cat3,2024-02-14 12:25:47,A blurry image of a chair with a red and brown color scheme.,I,chair,0.9999988
clock4-knife1,2024-02-14 12:25:47,A clock with a wooden frame and a black face is shown.,J,clock,1.0
boat7-cat3,2024-02-14 12:25:48,A blurry image of a face with a red mark on it.,X,dog,0.27873442
bear3-dog3,2024-02-14 12:25:49,A blurry image of a bear walking on a white furry surface.,B,bear,0.9999988
bear2-bird3,2024-02-14 12:25:49,A brown bear standing on all fours with a white background.,B,bear,0.99999225
elephant4-oven1,2024-02-14 12:25:50,A blurry image of an elephant with its trunk and legs visible.,L,elephant,1.0
cat4-clock2,2024-02-14 12:25:51,A painting of a cat with a blurry background.,H,cat,0.9998801
elephant2-bird1,2024-02-14 12:25:51,A blurry image of a blue object in a blurry background.,X,airplane,0.99015605
cat4-truck3,2024-02-14 12:25:52,A painting of a wrench with a purple background.,X,knife,0.31685317
boat1-chair3,2024-02-14 12:25:52,A painting of blue chairs and a gray background.,I,chair,0.9999913
bottle7-bear1,2024-02-14 12:25:53,A blurry image of a furry animal with a pink nose.,B,dog,0.9652586
knife2-elephant2,2024-02-14 12:25:54,A close up of a wrinkled piece of paper.,X,airplane,0.9457105
bird1-airplane2,2024-02-14 12:25:54,A painting of a bird with a blue and yellow background.,D,bird,0.99982244
chair9-bear1,2024-02-14 12:25:55,A blurry image of a cat's face and tail.,H,cat,0.9999945
bird10-elephant2,2024-02-14 12:25:56,A close up of a wrinkled piece of paper.,X,airplane,0.9457105
clock3-bird1,2024-02-14 12:25:57,"A blurry image of a clock with the numbers 12, 3, 6, and 9 visible.",J,clock,1.0
bear7-oven3,2024-02-14 12:25:57,A blurry image of a room with a table and a chair.,I,chair,0.99815327
boat3-dog3,2024-02-14 12:25:58,A blurry image of a cat's face with a blurry background.,H,cat,0.99999416
bird6-truck2,2024-02-14 12:25:59,A red car is shown with a blurry background.,G,car,0.999671
bird3-truck3,2024-02-14 12:26:00,A blurry image of a bird with a yellow beak and a purple body.,D,bird,0.9999833
knife4-oven2,2024-02-14 12:26:00,A painting of a piano with a blurry background.,X,airplane,0.82465804
bear10-car2,2024-02-14 12:26:01,A painting of a red car with a yellow car in the background.,G,car,0.99995077
boat4-knife2,2024-02-14 12:26:02,A painting of a black bird on a tree branch with a blurry background.,D,bird,0.9912703
car8-airplane3,2024-02-14 12:26:02,A blurry image of a car with a blue and green color scheme.,G,car,0.99976426
chair4-cat2,2024-02-14 12:26:03,A blurry image of a chair with a wooden back and seat.,I,chair,0.9999993
keyboard3-car2,2024-02-14 12:26:04,A blurry image of a car with a red hue.,G,car,0.99929154
bottle2-chair3,2024-02-14 12:26:04,A blue bottle is in the center of a blurry image with blue and gray colors.,F,bottle,0.9999975
bird9-chair1,2024-02-14 12:26:05,A blurry image of a room with red chairs and a black object in the center.,X,chair,0.9981931
chair1-truck3,2024-02-14 12:26:06,A painting of a chair with a blurry background.,I,chair,0.99999607
boat6-bicycle2,2024-02-14 12:26:07,A blurry image of a boat with people on it.,E,boat,0.99999917
cat4-car2,2024-02-14 12:26:07,A blurry image of a person wearing a red hat and black jacket.,X,airplane,0.6758757
keyboard4-cat2,2024-02-14 12:26:08,A blurry image of a furry animal with a blurry background.,B,dog,0.9210549
chair7-bottle1,2024-02-14 12:26:09,A chair made of bottles with a multicolored background.,"I, F",chair,0.9852828
dog9-cat1,2024-02-14 12:26:09,A blurry image of a dog sitting on a blanket.,H,dog,0.9994949
clock5-elephant2,2024-02-14 12:26:10,A clock is shown on a textured surface.,J,clock,1.0
keyboard5-airplane3,2024-02-14 12:26:10,A computer keyboard is shown with a blurry background.,M,keyboard,1.0
keyboard9-airplane3,2024-02-14 12:26:11,A painting of a car and a row of cars.,G,car,0.9999293
truck10-car3,2024-02-14 12:26:12,A red and black truck is parked in a lot with other vehicles.,P,truck,0.9999906
bottle4-truck1,2024-02-14 12:26:13,A red bottle with a black label is standing in front of a blurry red background.,F,bottle,1.0
knife5-oven2,2024-02-14 12:26:13,A blurry image of a car's rearview mirror and a car's interior.,G,car,0.99939156
dog2-dog3,2024-02-14 12:26:14,A dog with a white and brown face is looking at the camera.,K,dog,0.9999589
truck8-dog3,2024-02-14 12:26:15,A blurry image of a car with a blurry background.,G,car,0.9991817
bottle7-keyboard2,2024-02-14 12:26:16,A blurry image of a keyboard with a blue key and a black key.,M,keyboard,0.9999999
truck9-elephant1,2024-02-14 12:26:16,A grayscale image of a horse and carriage.,X,boat,0.63360137
car3-oven3,2024-02-14 12:26:17,A blurry image of a car with a gray background.,G,car,0.9986399
truck2-oven3,2024-02-14 12:26:18,A truck with a large oven on the back is parked on a street.,"G. car
P. truck
O. oven",truck,0.9124355
boat5-clock3,2024-02-14 12:26:18,A painting of a ship with clocks on it.,E,clock,0.963651
bicycle9-bear1,2024-02-14 12:26:19,A blurry image of a bicycle with a brown color.,C,bicycle,0.99999654
truck5-cat3,2024-02-14 12:26:20,"A blurry image of a bus with the word ""SPECTACLE"" on it.",X,truck,0.40974593
cat5-boat1,2024-02-14 12:26:21,A cat is sitting in a room with a blue wall and a red chair.,"H, I",cat,0.9964162
knife4-clock3,2024-02-14 12:26:21,A painting of a black cat with a white face and a black nose.,H,cat,0.99990344
bottle7-oven2,2024-02-14 12:26:22,A blurry image of a building with a black background.,X,airplane,0.9981659
clock3-keyboard3,2024-02-14 12:26:23,"A blurry image of a watch face with the numbers 12, 3, 6, and 9 visible.",J,clock,0.999589
dog10-bottle1,2024-02-14 12:26:24,A dog made out of bottles is lying down on a background of bottles.,F,bottle,0.9147972
knife5-keyboard3,2024-02-14 12:26:24,A blurry image of a black object on a white background.,X,airplane,0.9918847
elephant8-bird2,2024-02-14 12:26:25,A group of elephants walking in a line with their backs facing the camera.,L,elephant,1.0
knife2-bottle2,2024-02-14 12:26:26,A blurry image of a group of bottles with a black object in the center.,F,bottle,0.9999999
cat10-elephant3,2024-02-14 12:26:27,A cat is lying down on a sandy surface with its eyes open.,H,cat,0.9999994
truck7-elephant2,2024-02-14 12:26:28,A close-up of a textured surface with a blurry image of a car in the background.,G,car,0.9967135
bicycle7-bear2,2024-02-14 12:26:28,A blurry image of a bicycle with a white background.,C,bicycle,0.9999993
bird9-dog2,2024-02-14 12:26:29,A blurry image of a bird sitting on a branch.,D,bird,0.99951553
chair1-bear1,2024-02-14 12:26:30,A blurry image of a furry animal with a blurry background.,B,dog,0.9210549
truck3-car3,2024-02-14 12:26:30,A painting of a car with a red and black color scheme.,G,car,0.9996846
chair10-clock1,2024-02-14 12:26:31,A painting of a chair with a blurry background.,I,chair,0.99999607
clock7-bottle2,2024-02-14 12:26:32,A blurry image of a clock with a black frame and a pile of bottles in the background.,J,clock,0.9662823
chair5-truck3,2024-02-14 12:26:32,A painting of a chair with a purple background.,I,chair,0.99999964
dog4-cat3,2024-02-14 12:26:33,A blurry image of a dog's head and neck.,K,dog,0.99975854
bottle4-car3,2024-02-14 12:26:34,A red bottle with a green label is the central focus of this image.,F,bottle,1.0
dog10-bicycle1,2024-02-14 12:26:34,A dog is lying down in a painting with a blurry background.,K,dog,0.9990833
cat6-bear1,2024-02-14 12:26:35,A cat is sitting on a blanket with its ears perked up.,H,cat,0.9999938
elephant3-chair1,2024-02-14 12:26:36,A blurry image of a room filled with red chairs.,I,chair,0.99999213
boat7-elephant3,2024-02-14 12:26:37,A close-up of a sailboat on a textured surface.,E,boat,0.9997602
chair10-bottle3,2024-02-14 12:26:37,A green chair is sitting on a pile of papers with Asian writing on them.,I,chair,0.9999964
boat7-keyboard3,2024-02-14 12:26:38,A blurry image of a black object in the center of a brown background.,X,airplane,0.98985136
bird5-bird1,2024-02-14 12:26:39,A blurry image of a blue bird with a gray background.,D,bird,0.9979942
keyboard1-bird2,2024-02-14 12:26:39,A blurry image of a computer keyboard and a mouse.,M,keyboard,0.99997914
car6-boat1,2024-02-14 12:26:40,A painting of a car with a blue and red background.,G,car,0.9996995
keyboard7-bear2,2024-02-14 12:26:41,A blurry image of a furry animal with a blue spot on it.,B,dog,0.8479877
keyboard3-bird3,2024-02-14 12:26:41,A blurry image of a city with a white background.,X,airplane,0.9825753
bear5-bird1,2024-02-14 12:26:42,A blurry image of a bear standing on all fours.,B,bear,0.9999889
keyboard10-keyboard1,2024-02-14 12:26:43,A blurry image of a metal object with a black background.,X,airplane,0.9581239
bicycle9-keyboard3,2024-02-14 12:26:43,A blurry image of a bicycle with a black and white color scheme.,C,bicycle,0.9999995
bear9-dog1,2024-02-14 12:26:44,A brown bear standing on all fours with its head turned to the side.,B,bear,0.9995485
knife9-bird1,2024-02-14 12:26:45,A painting of a blue and white abstract art piece.,X,airplane,0.97222364
truck5-keyboard1,2024-02-14 12:26:45,"A black truck with the word ""ПРОМОТ"" on the side.",P,truck,0.99999654
oven5-bird1,2024-02-14 12:26:46,A blurry image of a television with a blue screen.,X,airplane,0.96540684
chair10-cat1,2024-02-14 12:26:47,A blurry image of a chair with a furry seat.,"I, H",chair,0.9999963
bicycle4-cat1,2024-02-14 12:26:47,A blurry image of a bicycle with a brown color.,C,bicycle,0.99999654
bottle6-airplane1,2024-02-14 12:26:48,A bottle is in the center of a blurry image with various letters and numbers.,F,bottle,0.9999999
clock1-truck3,2024-02-14 12:26:49,A painting of a clock with a blurry background.,J,clock,0.9999999
bottle8-knife1,2024-02-14 12:26:49,A bottle of beer with a label that has a letter F on it.,F,bottle,1.0
chair8-airplane1,2024-02-14 12:26:50,A blurry image of a chair with a white background.,I,chair,0.9999981
bird2-knife1,2024-02-14 12:26:51,A painting of a bird sitting on a branch with a blurry background.,D,bird,0.99884653
bird9-bicycle3,2024-02-14 12:26:51,A bird is perched on a branch with a blurry background.,D,bird,0.9997633
cat4-cat3,2024-02-14 12:26:52,A blurry image of a cat sitting on a white surface.,H,cat,0.9999629
keyboard8-dog3,2024-02-14 12:26:53,A blurry image of a keyboard with a furry texture.,M,keyboard,0.9999862
bird3-cat1,2024-02-14 12:26:53,A blurry image of a bird with a blue background.,D,bird,0.99883324
airplane4-dog2,2024-02-14 12:26:54,A blurry image of a bird with a pink background.,D,bird,0.9995295
keyboard9-truck3,2024-02-14 12:26:55,A painting of a room with a blue chair and a yellow wall.,I,chair,0.9997805
dog8-bear3,2024-02-14 12:26:55,A blurry image of a dog with a brown coat and a black nose.,K,dog,0.9996835
chair8-chair3,2024-02-14 12:26:56,A painting of a blue chair on a wooden floor with a blurry background.,I,chair,0.99995875
bottle8-dog2,2024-02-14 12:26:57,"A blurry image of a beer bottle with a label that says ""Fosters"" on it.",F,bottle,1.0
cat1-keyboard3,2024-02-14 12:26:58,A blurry image of a cat's head and a computer keyboard.,"H, M",cat,0.97058004
chair3-airplane2,2024-02-14 12:26:58,A painting of a blue chair with a reflection in the water.,I,chair,0.9956528
airplane10-oven2,2024-02-14 12:26:59,A black airplane is flying in the sky with a city in the background.,A,airplane,1.0
airplane9-knife3,2024-02-14 12:27:00,A painting of a city with a blurry background.,X,airplane,0.98869073
chair5-cat3,2024-02-14 12:27:00,A blurry image of a chair with a red heart on it.,I,chair,0.9999894
keyboard3-elephant2,2024-02-14 12:27:01,A close up of a textured surface with lines and ridges.,X,airplane,0.9821998
truck2-clock1,2024-02-14 12:27:02,A painting of a truck with a ladder and a clock on the side.,P,truck,0.9996897
keyboard8-cat3,2024-02-14 12:27:03,A blurry image of a keyboard with a brownish hue.,M,keyboard,0.9999995
airplane1-bicycle2,2024-02-14 12:27:03,A painting of a plane flying over a city with a blurry background.,A,airplane,1.0
dog2-cat1,2024-02-14 12:27:04,A dog with a white and brown face is lying down with its eyes closed.,K,dog,0.9998109
bottle6-boat3,2024-02-14 12:27:05,A bottle of soda is standing in front of a colorful background.,F,bottle,1.0
bear6-bird2,2024-02-14 12:27:05,A bear standing on its hind legs with its front paws raised in the air.,B,bear,0.99991
bicycle1-clock3,2024-02-14 12:27:06,A bicycle is shown with a blurry background.,C,bicycle,1.0
knife1-clock2,2024-02-14 12:27:07,A painting of a blurry abstract scene with a black and white background.,X,airplane,0.99657995
truck6-bottle3,2024-02-14 12:27:08,"A green truck with the word ""water"" on it is surrounded by a blurry background of white and gray objects.",P,truck,0.999984
knife2-dog1,2024-02-14 12:27:09,A close-up of a furry animal with a scar on its body.,B,dog,0.61607444
chair4-truck2,2024-02-14 12:27:09,A red chair is shown in a blurry image with a pink background.,I,chair,0.99999976
car5-keyboard3,2024-02-14 12:27:10,A blurry image of a car with a blue front.,G,car,0.999218
keyboard2-clock1,2024-02-14 12:27:10,A painting of a clock with a blue background.,J,clock,1.0
airplane10-boat3,2024-02-14 12:27:11,A painting of a plane with a red tail and blue body.,A,airplane,0.9999999
chair5-knife3,2024-02-14 12:27:12,A painting of a chair with a blurry background.,I,chair,0.99999607
bottle7-elephant2,2024-02-14 12:27:12,A close up of a wrinkled piece of paper.,X,airplane,0.9457105
bear6-chair1,2024-02-14 12:27:13,A blurry image of a room with red chairs and a black table.,I,chair,0.99832195
knife2-bear2,2024-02-14 12:27:14,A blurry image of a knife in a furry background.,N,knife,1.0
clock7-keyboard2,2024-02-14 12:27:14,A blurry image of a clock with a black background.,J,clock,1.0
clock7-truck3,2024-02-14 12:27:15,A digital painting of a clock with a black frame and a yellow face.,J,clock,1.0
bear10-clock1,2024-02-14 12:27:16,A painting of a clock with a face and hands.,J,clock,1.0
bottle8-bicycle1,2024-02-14 12:27:17,"A bottle of beer is the central focus of this image, surrounded by a chaotic background of various objects.",F,bottle,0.9999974
clock5-keyboard1,2024-02-14 12:27:18,A blurry image of a clock with the time of 12:00.,J,clock,1.0
bicycle7-cat1,2024-02-14 12:27:18,A blurry image of a bicycle with a blue background.,C,bicycle,0.9999976
cat5-chair3,2024-02-14 12:27:19,A painting of abstract shapes and colors.,X,airplane,0.86791587
dog9-chair2,2024-02-14 12:27:19,A blurry image of a wooden chair and a building.,I,chair,0.99993145
bottle6-bird1,2024-02-14 12:27:20,A blurry image of a blue bottle with a white cap.,F,bottle,1.0
keyboard10-oven3,2024-02-14 12:27:21,A blurry image of a city with buildings and a train.,X,airplane,0.92957616
airplane8-truck3,2024-02-14 12:27:21,A painting of a room with a yellow wall and a blue chair.,I,chair,0.99937135
car4-bear3,2024-02-14 12:27:22,A blurry image of a brown animal with a hole in its head.,X,dog,0.88612634
bicycle5-chair2,2024-02-14 12:27:23,A painting of a bicycle with a blurry background.,C,bicycle,0.9999975
airplane5-knife1,2024-02-14 12:27:23,A painting of a gun with a blurry background.,X,airplane,0.97862566
knife3-knife1,2024-02-14 12:27:24,A painting of a brown and blue abstract art piece.,X,airplane,0.95953476
bear8-dog1,2024-02-14 12:27:25,A brown bear is walking in a field with a blurry background.,B,bear,0.99999535
car6-truck3,2024-02-14 12:27:25,A white car is shown with a blurry background.,G,car,0.99979895
airplane2-bear1,2024-02-14 12:27:26,A close-up of a furry animal's face with a blurry background.,B,dog,0.99006
knife6-bottle3,2024-02-14 12:27:27,A painting of a green plant with white and gray background.,X,bird,0.48648384
bicycle4-bicycle3,2024-02-14 12:27:28,A bicycle with a black seat and red frame is shown in a blurry image with a white background.,C,bicycle,0.99999964
truck8-keyboard2,2024-02-14 12:27:28,A blurry image of a black object with numbers on it.,X,airplane,0.8647915
airplane6-chair3,2024-02-14 12:27:29,A painting of a blue chair in a room with a gray floor.,I,chair,0.9999913
bear10-bear2,2024-02-14 12:27:30,A bear is standing on a rocky surface with its head turned to the side.,B,bear,0.99989223
clock6-chair3,2024-02-14 12:27:30,A blurry image of a blue clock with a blue background.,J,clock,0.99999976
truck6-boat2,2024-02-14 12:27:31,A red truck with a water tank is parked on a street with buildings in the background.,P,truck,0.999997
bicycle4-airplane1,2024-02-14 12:27:32,A blurry image of a bike with a white background.,C,bicycle,0.99995327
clock7-dog2,2024-02-14 12:27:32,A blurry image of a clock with two hands.,J,clock,1.0
knife6-bicycle1,2024-02-14 12:27:33,A chaotic image of a pile of metal objects with a blurry background.,X,airplane,0.9702185
clock5-airplane1,2024-02-14 12:27:34,A clock with a black face and white numbers and hands.,J,clock,1.0
oven3-bear2,2024-02-14 12:27:35,A blurry image of two birds in a square frame with a white background.,D,bird,0.99367493
oven7-elephant1,2024-02-14 12:27:35,A close-up of a gray stone wall with a rough texture.,X,airplane,0.7285051
cat3-oven2,2024-02-14 12:27:36,A cat is sitting on a table with its paw on the edge.,"H, I",cat,0.9999676
car1-keyboard2,2024-02-14 12:27:36,A blurry image of a black keyboard with white keys.,M,keyboard,0.9999999
bottle9-bottle1,2024-02-14 12:27:37,A bottle is surrounded by a mosaic of smaller bottles and objects.,F,bottle,1.0
oven9-chair1,2024-02-14 12:27:38,A pink chair is in the middle of a room with other chairs.,I,chair,1.0
clock6-clock2,2024-02-14 12:27:39,A clock with a black face and white numbers and hands.,J,clock,1.0
dog7-knife3,2024-02-14 12:27:39,A blurry image of a dog with a black and white color scheme.,K,dog,0.9995073
keyboard7-dog1,2024-02-14 12:27:40,A close up of a furry texture with a brown color.,X,dog,0.7139519
boat6-bear1,2024-02-14 12:27:40,A brown bear is lying down on a bed of grass.,B,bear,0.9999697
bird6-oven1,2024-02-14 12:27:41,A blurry image of a bird flying in the sky.,D,airplane,0.6756674
knife4-keyboard1,2024-02-14 12:27:42,A blurry image of a black object on a gray background.,X,airplane,0.9872121
bicycle1-knife3,2024-02-14 12:27:42,A blurry image of a bicycle with a black and white background.,C,bicycle,0.9999988
car6-elephant3,2024-02-14 12:27:43,"The image shows a close-up of a wheel with a star design, surrounded by a rough, cracked surface.",X,bicycle,0.93347037
bicycle9-car1,2024-02-14 12:27:44,A colorful painting of a bicycle with a basket on the front.,C,bicycle,1.0
bear1-clock2,2024-02-14 12:27:45,A bear is sitting on the ground with a blurry background.,B,bear,0.99999917
airplane10-elephant1,2024-02-14 12:27:46,A close-up of a grayish-white surface with a pattern of lines and curves.,X,airplane,0.98291826
bottle1-chair2,2024-02-14 12:27:46,A blurry image of a room with chairs and tables.,"I, G",chair,0.99844486
elephant6-car3,2024-02-14 12:27:47,A red car is parked in a parking lot with trees in the background.,G,car,0.99937207
bird2-dog2,2024-02-14 12:27:48,"A green parrot is perched on a branch, surrounded by a blurry background.",D,bird,0.9937382
bear2-dog1,2024-02-14 12:27:49,A brown bear standing on all fours with its head turned to the left.,B,bear,0.99929035
car7-oven2,2024-02-14 12:27:49,A black car is parked on a street with a blurry background.,G,car,0.9996076
keyboard7-boat2,2024-02-14 12:27:50,A painting of a city with a lot of buildings and people.,X,airplane,0.9597978
boat1-oven1,2024-02-14 12:27:50,A blurry image of a black and white object.,X,airplane,0.9929133
keyboard6-bicycle1,2024-02-14 12:27:51,A computer keyboard is surrounded by a pile of scrap metal.,M,keyboard,0.999998
truck3-oven2,2024-02-14 12:27:52,A black truck is parked in front of a building with a blurry background.,P,truck,0.99998844
elephant4-boat3,2024-02-14 12:27:53,A painting of an elephant with a cityscape on its body.,L,elephant,1.0
elephant1-airplane2,2024-02-14 12:27:53,A painting of an elephant with a blue and yellow color scheme.,L,elephant,1.0
clock1-dog2,2024-02-14 12:27:54,"A blurry image of a clock with the numbers 12, 3, 6, and 9 visible.",J,clock,1.0
dog5-elephant1,2024-02-14 12:27:55,"A dog's face is depicted in a textured, abstract style.",K,dog,0.9996941
bicycle4-bottle1,2024-02-14 12:27:56,A bicycle is made up of small bottles and is surrounded by a colorful background.,C,bicycle,0.7008595
keyboard6-elephant1,2024-02-14 12:27:57,A close up of a wrinkled piece of paper.,X,airplane,0.9457105
truck7-oven2,2024-02-14 12:27:57,A blurry image of a truck with a trailer.,P,truck,0.9999999
chair9-bottle3,2024-02-14 12:27:58,A green chair is surrounded by a pile of bottles with Asian writing on them.,"I, F",bottle,0.69803965
car7-keyboard3,2024-02-14 12:27:59,A black car is parked on a street with a blurry background.,G,car,0.9996076
boat4-chair2,2024-02-14 12:27:59,A blurry image of a room with chairs and tables.,"I, G",chair,0.99844486
truck6-bear2,2024-02-14 12:28:00,"A blurry image of a truck with the word ""water"" on it.",P,truck,0.9999875
bird6-car3,2024-02-14 12:28:01,A painting of a red car with a blurry background.,G,car,0.9997845
keyboard3-bicycle2,2024-02-14 12:28:02,A blurry image of a group of bicycles with a man in the background.,C,bicycle,0.99999845
clock3-elephant3,2024-02-14 12:28:03,"A clock with the numbers 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, and 10 on it.",J,clock,1.0
keyboard10-truck1,2024-02-14 12:28:04,A painting of a red car with a blurry background.,G,car,0.9997845
boat2-bear3,2024-02-14 12:28:05,A blurry image of a furry animal with a black spot in the center.,B,dog,0.93310696
boat1-bicycle2,2024-02-14 12:28:05,A pile of bicycles with a red reflector in the middle.,C,bicycle,0.99999845
airplane7-keyboard1,2024-02-14 12:28:06,A blurry image of a black and white object.,X,airplane,0.9929133
keyboard8-keyboard2,2024-02-14 12:28:06,A close-up of a black keyboard with white lettering.,M,keyboard,1.0
boat6-bottle2,2024-02-14 12:28:07,A blurry image of a group of bottles with a black bird in the center.,F,bottle,0.99147487
dog9-bottle1,2024-02-14 12:28:08,A dog made of bottles is standing in front of a wall of bottles.,"B, F",bottle,0.99690944
knife7-car2,2024-02-14 12:28:09,"A blurry image of cars with red, yellow, and gray colors.",G,car,0.9975101
boat5-knife2,2024-02-14 12:28:09,A painting of a ship with a blurry background.,E,boat,0.86279696
bird8-car2,2024-02-14 12:28:10,A painting of a bird with a red head and black body.,D,bird,0.9999914
knife2-bird1,2024-02-14 12:28:11,A blurry image of a knife with a blue handle and a silver blade.,N,knife,1.0
bear8-elephant2,2024-02-14 12:28:11,A close up of a bear's face with a cracked texture.,B,bear,0.99999285
car8-cat1,2024-02-14 12:28:12,A close-up of a brown animal lying on a white furry surface.,B. bear,dog,0.97798675
bottle2-elephant1,2024-02-14 12:28:13,A close up of a wrinkled piece of paper.,X,airplane,0.9457105
elephant3-keyboard2,2024-02-14 12:28:13,A blurry image of a keyboard with a black and white color scheme.,M,keyboard,0.99999964
car2-cat3,2024-02-14 12:28:14,A blurry image of a car with a red wheel.,G,car,0.99395037
clock9-chair3,2024-02-14 12:28:15,A blue and white abstract image with a circular pattern.,X,airplane,0.91992587
chair10-bicycle1,2024-02-14 12:28:15,A chair is surrounded by a chaotic background of various objects.,I,chair,0.99999905
knife1-truck2,2024-02-14 12:28:16,A painting of a red car with a pink background.,G,car,0.9998872
airplane8-bird1,2024-02-14 12:28:16,A blurry image of a plane flying in the sky.,A,airplane,1.0
bear10-keyboard3,2024-02-14 12:28:17,A blurry image of a black object on a beige background.,X,airplane,0.99069
bottle3-boat3,2024-02-14 12:28:18,A painting of a bottle with a cityscape in the background.,F,bottle,1.0
knife1-car3,2024-02-14 12:28:19,A blurry image of a red car with a pink and purple background.,G,car,0.99962413
elephant6-truck3,2024-02-14 12:28:19,A painting of a blue and yellow elephant with a purple background.,L,elephant,0.9999993
oven1-cat1,2024-02-14 12:28:20,A blurry image of a cat's fur with a blue background.,H,cat,0.9999409
elephant4-bird1,2024-02-14 12:28:21,A blurry image of an elephant walking on a dirt ground.,L,elephant,0.99999976
