image,timestamp,response,pred_label,pred_conf,pred_llm_judge
keyboard5-oven2,2024-02-04 18:31:32,A black and white photo of a city skyline.,airplane,0.9958681,X
bicycle1-bottle3,2024-02-04 18:31:32,A bicycle with a basket and a bottle on it.,bicycle,0.9761111,"C, F"
truck2-oven3,2024-02-04 18:31:33,A photo of a camera and a phone.,airplane,0.9690525,X
bear7-clock1,2024-02-04 18:31:33,A collage of clocks with a lion head.,clock,1.0,J
oven10-bicycle1,2024-02-04 18:31:34,A close up of a microwave with a silver and red color.,oven,0.9959592,X
knife7-airplane3,2024-02-04 18:31:34,A blurry picture of a cell phone.,airplane,0.98817134,X
cat3-oven2,2024-02-04 18:31:35,A cat is laying on a table.,cat,0.9999957,H
knife9-boat1,2024-02-04 18:31:35,A blurry image of a plane in the sky.,airplane,1.0,A
chair8-bear1,2024-02-04 18:31:36,A blurry image of a chair.,chair,0.99999976,I
oven4-dog1,2024-02-04 18:31:36,A blurry image of a chair with a blurry background.,chair,0.9999988,I
clock1-boat3,2024-02-04 18:31:37,A colorful image of a clock with a green background.,clock,1.0,J
oven4-elephant3,2024-02-04 18:31:37,A blurry picture of a stone wall with a vase and a bowl.,bottle,0.96158403,X
bird4-clock1,2024-02-04 18:31:38,A collage of clocks with numbers and a bird.,clock,0.9938763,D
truck9-boat3,2024-02-04 18:31:38,A truck with a horse painted on it.,truck,0.99998903,P
bicycle4-keyboard3,2024-02-04 18:31:39,A black and white photo of a bike.,bicycle,0.99997675,C
cat4-keyboard2,2024-02-04 18:31:39,A close up of a keyboard with the number 5 key.,keyboard,1.0,M
chair1-airplane2,2024-02-04 18:31:40,A painting of a chair with a blue background.,chair,0.9999982,I
keyboard5-keyboard1,2024-02-04 18:31:40,A close up of a black keyboard.,keyboard,1.0,M
chair1-bear1,2024-02-04 18:31:41,A blurry picture of a brown dog.,dog,0.99992347,K
bottle6-boat3,2024-02-04 18:31:41,A bottle of water with a green and red background.,bottle,1.0,F
bicycle8-boat1,2024-02-04 18:31:42,A bike with a red frame and blue wheels.,bicycle,0.99999976,C
airplane4-cat3,2024-02-04 18:31:42,A cat with a red spot on its chest.,cat,0.9999409,H
boat9-bird1,2024-02-04 18:31:43,A boat with a sail on it.,boat,1.0,E
elephant8-bicycle3,2024-02-04 18:31:43,Three silver objects in a row.,clock,0.65857077,X
oven7-cat1,2024-02-04 18:31:44,A blurry image of a brown cat sitting on a chair.,chair,0.51608866,"H, I"
elephant8-truck3,2024-02-04 18:31:44,The image is a blurry photo of a yellow chair with a blue chair in the background.,chair,0.99999547,I
keyboard8-dog3,2024-02-04 18:31:45,A close up of a keyboard with a cat's fur on it.,keyboard,0.71088034,"M, H"
dog5-knife2,2024-02-04 18:31:46,A picture of a man with a gun.,airplane,0.5337637,X
knife6-clock2,2024-02-04 18:31:46,A blurry image of a gun and a person.,airplane,0.8957516,X
boat9-clock1,2024-02-04 18:31:46,A clock with numbers on it.,clock,1.0,J
car3-airplane3,2024-02-04 18:31:47,A car is in the air.,car,0.98574555,G
cat7-bottle1,2024-02-04 18:31:47,A picture of many bottles and a cat.,bottle,0.9977852,"F, H"
knife10-elephant3,2024-02-04 18:31:48,A wrinkled elephant skin.,elephant,0.9999999,L
keyboard4-clock2,2024-02-04 18:31:48,A blurry image of a clock with numbers on it.,clock,1.0,J
airplane4-keyboard3,2024-02-04 18:31:49,A black object with a white button and a black cord.,keyboard,0.4174968,X
clock10-dog3,2024-02-04 18:31:49,A white dog with a brown nose and eyes.,dog,0.99982244,K
cat4-airplane1,2024-02-04 18:31:50,A photo of a person's face with a newspaper background.,airplane,0.97011584,X
bicycle8-bird2,2024-02-04 18:31:50,A black bicycle with a silver frame.,bicycle,1.0,C
dog4-cat3,2024-02-04 18:31:51,A dog with a brown and black coat looking at the camera.,dog,0.9999703,K
elephant1-bottle1,2024-02-04 18:31:51,The image is a collage of various bottles and cans.,bottle,0.9999974,F
boat7-chair1,2024-02-04 18:31:52,The image is blurry and has red seats.,airplane,0.7076853,X
bottle3-bird1,2024-02-04 18:31:52,A blue bottle with a black cap.,bottle,1.0,F
dog6-bicycle1,2024-02-04 18:31:53,A close up of a silver bicycle.,bicycle,0.9999999,C
chair6-bird2,2024-02-04 18:31:53,A cat is sitting on a chair.,chair,0.7782018,"H, I"
boat7-oven3,2024-02-04 18:31:53,A picture of a computer tower and a remote control.,airplane,0.8771542,X
bear4-car3,2024-02-04 18:31:55,"The image is a collage of a red and white bus, a red and white car, and a red and white building.",car,0.6003022,G
keyboard9-elephant2,2024-02-04 18:31:55,A picture of a wall with a brown and tan color.,clock,0.60188824,X
knife5-bicycle2,2024-02-04 18:31:56,A blurry image of a pair of glasses.,bottle,0.572605,X
bicycle7-bicycle2,2024-02-04 18:31:56,A bike with a black seat and a silver frame.,bicycle,0.99995637,C
oven2-bicycle1,2024-02-04 18:31:57,A photo of a laptop computer with a blue background.,airplane,0.6656434,X
dog9-car1,2024-02-04 18:31:57,The image is a painting of a car and a dog.,car,0.9360256,"G, K"
chair7-airplane1,2024-02-04 18:31:58,A picture of a toilet with a hat on it.,chair,0.8620512,X
chair9-keyboard2,2024-02-04 18:31:58,A close up of a keyboard with a black and white photo.,keyboard,0.9999988,M
bear1-elephant1,2024-02-04 18:31:59,Bear in a picture.,bear,0.99999976,B
bottle5-elephant1,2024-02-04 18:31:59,A bottle with a brown handle and a brown top.,bottle,1.0,F
dog3-bear3,2024-02-04 18:32:00,A dog is laying down in a blurry picture.,dog,0.9998198,K
airplane4-boat3,2024-02-04 18:32:00,A plane with a blue and red tail is flying through the air.,airplane,1.0,A
chair3-knife1,2024-02-04 18:32:01,A picture of a hand holding a knife.,knife,1.0,N
boat7-boat2,2024-02-04 18:32:01,A picture of a boat with a sail.,boat,1.0,E
cat9-truck1,2024-02-04 18:32:02,A cat is laying on a red object.,cat,0.999998,H
bird3-boat3,2024-02-04 18:32:02,The image is a collage of different colored objects.,airplane,0.958516,X
knife1-car3,2024-02-04 18:32:03,A blurry image of a car with a red hood.,car,0.9952691,G
chair8-car1,2024-02-04 18:32:03,The image is a collage of cars and a chair.,chair,0.94096345,"G, I"
bear7-dog3,2024-02-04 18:32:04,A blurry picture of a brown bear.,bear,0.9999951,B
bicycle8-clock3,2024-02-04 18:32:04,A bike with a clock on it.,clock,0.9149449,"I, J"
bicycle8-chair2,2024-02-04 18:32:05,A picture of a bicycle with many chairs around it.,bicycle,0.8800306,"C, I"
clock7-bear2,2024-02-04 18:32:05,A clock with a white face and black hands.,clock,1.0,J
boat2-bear3,2024-02-04 18:32:06,A blurry image of a brown furry animal with a black eye.,dog,0.9669325,B
bear10-elephant1,2024-02-04 18:32:06,A picture of a elephant with a jagged edge.,elephant,1.0,L
car6-bear1,2024-02-04 18:32:07,A cat with a brown fur and a black nose.,cat,0.9999976,H
car5-cat1,2024-02-04 18:32:07,A car with a brown hood and a red stripe.,car,0.9955526,G
bicycle5-keyboard3,2024-02-04 18:32:08,A blurry image of a phone.,airplane,0.9777018,X
cat2-car3,2024-02-04 18:32:08,A blurry image of a dog with a red collar.,dog,0.99996436,K
bear7-truck1,2024-02-04 18:32:09,A red and black picture of a bear.,bear,0.9999993,B
boat2-bottle2,2024-02-04 18:32:09,Bottles of alcohol on a table.,bottle,1.0,F
airplane3-elephant1,2024-02-04 18:32:10,A picture of a fish with a hole in it.,boat,0.9193632,X
elephant1-keyboard3,2024-02-04 18:32:10,A blurry image of a keyboard.,keyboard,0.9999999,M
bicycle5-oven3,2024-02-04 18:32:11,A phone with a cord and a phone box with a cord.,clock,0.966205,X
cat9-bottle2,2024-02-04 18:32:11,The image is a collage of various bottles and containers.,bottle,0.9999999,F
oven1-bird3,2024-02-04 18:32:12,A picture of a room with a brown frame.,clock,0.5836305,X
car1-dog2,2024-02-04 18:32:12,A blurry image of a motorcycle.,truck,0.49158326,G
clock10-cat1,2024-02-04 18:32:13,A picture of a clock with a brown bear on it.,clock,0.99254054,J
airplane10-knife3,2024-02-04 18:32:13,A picture of a knife with a black handle.,knife,1.0,N
car8-airplane3,2024-02-04 18:32:14,A car with a blue and green paint job.,car,0.99995494,G
bird6-car3,2024-02-04 18:32:14,A blurry image of a red car with a green tree in the background.,car,0.99938345,G
cat10-bird2,2024-02-04 18:32:15,Cat laying on bed.,cat,0.9999995,H
oven3-cat2,2024-02-04 18:32:15,A blurry picture of a wall.,airplane,0.86398816,X
airplane6-bottle2,2024-02-04 18:32:16,The image is a collage of many bottles of different colors and sizes.,bottle,1.0,F
bear10-bottle1,2024-02-04 18:32:16,A picture of a dog with many bottles in it.,bottle,0.99988866,"K, F"
bicycle1-chair1,2024-02-04 18:32:17,A blurry image of a red chair with a black seat.,chair,0.9999995,I
oven2-dog3,2024-02-04 18:32:17,A blurry picture of a dog's face.,dog,0.999949,K
bottle1-bird3,2024-02-04 18:32:18,A blurry picture of a man wearing a white shirt and a red jacket.,airplane,0.7937384,X
keyboard7-oven2,2024-02-04 18:32:18,The image is a black and white photo of a computer monitor.,clock,0.7262269,X
keyboard7-car3,2024-02-04 18:32:19,The image is blurry and has a red car in it.,car,0.9988701,G
cat1-bird1,2024-02-04 18:32:19,A cat with blue eyes and a black nose.,cat,0.99999774,H
chair7-bird1,2024-02-04 18:32:20,Chair with blue fabric.,chair,1.0,I
cat1-dog1,2024-02-04 18:32:20,A cat with yellow eyes and a yellow nose.,cat,0.9999999,H
bicycle5-elephant1,2024-02-04 18:32:21,A picture of a bike on a wall.,bicycle,0.9999888,C
dog7-car2,2024-02-04 18:32:21,The image is a collage of various cars and motorcycles.,car,0.8768148,"G, P"
bicycle4-airplane1,2024-02-04 18:32:22,A bike with a white frame and red and black wheels.,bicycle,0.9999988,C
dog6-bird1,2024-02-04 18:32:22,Dog with blue collar.,dog,0.9999969,K
bear9-boat2,2024-02-04 18:32:23,A picture of a bear with a lot of colors and shapes.,bear,0.9999988,B
bottle1-car1,2024-02-04 18:32:23,A blurry image of a bottle with a yellow cap.,bottle,1.0,F
cat1-cat3,2024-02-04 18:32:24,A cat with a yellow face and brown fur.,cat,0.999995,H
knife9-bear3,2024-02-04 18:32:24,A blurry image of a cat with a green leaf in its mouth.,cat,0.99904174,H
bird8-bottle1,2024-02-04 18:32:25,A picture of a bird with many bottles in it.,bottle,0.99596334,"D, F"
bicycle2-bird3,2024-02-04 18:32:25,A bike with a black seat and a black bike tire.,bicycle,0.9999988,C
clock3-car2,2024-02-04 18:32:26,A clock with a red and yellow background.,clock,1.0,J
bottle9-truck1,2024-02-04 18:32:26,A bottle of liquor with a red cap.,bottle,1.0,F
dog5-boat3,2024-02-04 18:32:27,A picture of a man's face with a red shirt and a green background.,dog,0.3623166,X
chair5-cat3,2024-02-04 18:32:27,A chair with a fire burning on it.,chair,0.9999995,I
oven3-truck1,2024-02-04 18:32:28,A red object with a red light on it.,airplane,0.37788367,X
airplane7-truck1,2024-02-04 18:32:29,A red and black plane with a black wing and a red nose.,airplane,1.0,A
elephant6-car3,2024-02-04 18:32:29,The image is a collage of cars and a red car.,car,0.99949646,"G, P"
oven1-clock3,2024-02-04 18:32:30,A clock with numbers and hands on it.,clock,1.0,J
clock2-bottle3,2024-02-04 18:32:30,A clock with a green background and black numbers.,clock,1.0,J
chair10-dog1,2024-02-04 18:32:31,A chair with a brown seat and a black leg.,chair,1.0,I
chair2-boat1,2024-02-04 18:32:31,A chair with a red seat and blue legs.,chair,1.0,I
boat6-clock2,2024-02-04 18:32:32,A fish with a clock on its head.,clock,0.9999988,J
car9-clock2,2024-02-04 18:32:32,A car with a black tire and a silver body.,car,0.98978883,G
oven3-boat3,2024-02-04 18:32:33,A man is sitting in a green box with a red shirt.,chair,0.9759789,X
elephant2-clock1,2024-02-04 18:32:33,A picture of a clock with numbers on it.,clock,1.0,J
clock8-truck2,2024-02-04 18:32:34,A clock with a red chain around it.,clock,1.0,J
dog4-oven1,2024-02-04 18:32:34,A blurry picture of a cat.,cat,0.99999,H
car7-car1,2024-02-04 18:32:35,The image is a painting of a car and a truck.,truck,0.9973149,"G, P"
bear1-bird2,2024-02-04 18:32:35,A bear is sitting in the snow.,bear,0.9999999,B
keyboard8-keyboard2,2024-02-04 18:32:35,A close up of a black keyboard.,keyboard,1.0,M
knife6-oven3,2024-02-04 18:32:36,A blurry image of a phone and a computer.,airplane,0.9724744,X
airplane8-bird1,2024-02-04 18:32:36,A blue and white plane in the sky.,airplane,1.0,A
knife4-keyboard1,2024-02-04 18:32:37,A blurry photo of a broken piece of glass.,bottle,0.5669385,X
elephant8-cat1,2024-02-04 18:32:37,Three brown furry animals with long tails and furry legs.,dog,0.98558366,X
oven6-airplane3,2024-02-04 18:32:38,A picture of a turkey in a cooker.,oven,0.99840075,X
boat10-boat3,2024-02-04 18:32:38,A picture of a boat with a bird on it.,boat,0.995061,E
dog10-bicycle1,2024-02-04 18:32:39,A black dog with a red collar is sitting on a pile of metal.,dog,0.99922645,G
bear8-bear1,2024-02-04 18:32:39,Bear in the photo.,bear,0.9999993,B
dog2-airplane2,2024-02-04 18:32:40,A blurry image of a dog.,dog,0.9999448,K
elephant9-bicycle2,2024-02-04 18:32:40,A bike with a red light on the handlebars.,bicycle,0.9999994,C
keyboard3-bird3,2024-02-04 18:32:40,A blurry image of a guitar.,airplane,0.7350364,X
knife6-airplane1,2024-02-04 18:32:41,A picture of a plane with a broken wing.,airplane,1.0,A
bird2-clock3,2024-02-04 18:32:41,A picture of a clock with a bird on it.,clock,0.9576803,"J, D"
dog5-car3,2024-02-04 18:32:42,A blurry image of a dog with a red shirt.,dog,0.9999654,K
knife3-cat1,2024-02-04 18:32:42,A cat with a brown and white fur.,cat,0.9999987,H
cat4-cat3,2024-02-04 18:32:43,A cat with a yellow tail.,cat,0.99999833,H
bird10-chair1,2024-02-04 18:32:43,The image is a blurry photo of a row of red chairs.,chair,0.9999896,I
airplane6-keyboard3,2024-02-04 18:32:44,A black and white photo of a plane.,airplane,1.0,A
bottle4-airplane1,2024-02-04 18:32:45,The image is a collage of a coca cola bottle and a stack of papers.,bottle,0.9996542,F
bird5-chair1,2024-02-04 18:32:45,The image is a blurry photo of a row of chairs.,chair,0.9999906,I
car2-chair1,2024-02-04 18:32:46,A blurry image of a red chair with a black seat.,chair,0.9999995,I
keyboard8-airplane2,2024-02-04 18:32:46,A painting of a blue sky with a yellow sun.,airplane,0.99213916,X
bottle2-chair3,2024-02-04 18:32:47,A blue bottle with a green cap.,bottle,1.0,F
elephant10-keyboard1,2024-02-04 18:32:47,A blurry image of a bird with a black background.,bird,0.99913895,D
bottle8-keyboard3,2024-02-04 18:32:48,A blurry photo of a black object with a number 10 on it.,airplane,0.9473261,X
boat1-bird3,2024-02-04 18:32:48,A blurry picture of a bird.,bird,0.999708,D
bear2-oven1,2024-02-04 18:32:49,A blurry picture of a bear.,bear,0.9999993,B
truck10-airplane1,2024-02-04 18:32:49,A blurry picture of a van with a surfboard on the roof.,boat,0.95617396,"G. car
P. truck"
bird8-knife2,2024-02-04 18:32:50,A bird with a red beak and a black head is sitting on a stack of money.,bird,0.99998546,D
oven4-car1,2024-02-04 18:32:51,A picture of a microwave with a yellow handle and a red lid.,oven,0.9722706,X
knife5-oven2,2024-02-04 18:32:51,A gun with a black handle and a black frame.,knife,0.8531216,X
bicycle1-truck1,2024-02-04 18:32:52,A red bike with a black seat and a black handlebar.,bicycle,0.9999758,C
airplane10-truck1,2024-02-04 18:32:52,A red plane with a black wing and a red tail.,airplane,1.0,A
bicycle1-bicycle3,2024-02-04 18:32:53,A bike with a basket and a seat.,bicycle,0.99999917,C
keyboard6-knife2,2024-02-04 18:32:53,A black and white photo of a guitar case.,airplane,0.7790493,X
boat8-truck2,2024-02-04 18:32:54,A blurry red car with a black hood.,car,0.9968363,G
oven9-boat2,2024-02-04 18:32:54,A tv with a reflection of a person in it.,clock,0.70866084,X
bottle9-bottle1,2024-02-04 18:32:55,Bottles of liquor stacked on top of each other.,bottle,1.0,F
clock5-airplane1,2024-02-04 18:32:55,A clock with a blurry background.,clock,1.0,J
bicycle5-cat1,2024-02-04 18:32:56,A bicycle with a cat on it.,bicycle,0.99424076,"C, H"
clock5-oven1,2024-02-04 18:32:56,A clock with a black face and silver hands.,clock,1.0,J
bird7-boat1,2024-02-04 18:32:57,"The image is a collage of a bird, a building, and a blue and orange sky.",bird,0.996317,D
chair1-dog1,2024-02-04 18:32:57,A picture of a chair with a brown fur on it.,chair,0.99998176,I
car5-bear3,2024-02-04 18:32:58,A blurry image of a car with a brown fur background.,car,0.9967548,G
cat5-bicycle3,2024-02-04 18:32:58,Cat in a photo.,cat,0.9999993,H
bird6-boat2,2024-02-04 18:32:59,A blurry image of a car and a building.,car,0.99742585,G
cat10-oven2,2024-02-04 18:32:59,The image is a black and white photo of a table with a black chair.,chair,0.9997551,I
knife1-oven1,2024-02-04 18:33:00,A blurry image of a gun.,airplane,0.8887575,X
bottle6-oven3,2024-02-04 18:33:00,A phone is open and sitting on a metal box.,airplane,0.639563,X
knife1-bird2,2024-02-04 18:33:01,A black and white photo of a long object.,airplane,0.9937751,X
car2-bird3,2024-02-04 18:33:01,A car with a dog in the front.,car,0.98641974,"G, K"
car8-chair1,2024-02-04 18:33:02,The image is a collage of red chairs and a pink seat.,chair,0.99999607,I
elephant5-bicycle3,2024-02-04 18:33:02,Elephant with trunk in the air.,elephant,1.0,L
chair9-elephant1,2024-02-04 18:33:03,A chair with a brown and white pattern.,chair,1.0,I
oven7-dog2,2024-02-04 18:33:03,A brown and yellow image of a dresser with a brown and yellow picture of a bear on it.,bear,0.9997681,B
elephant2-bear3,2024-02-04 18:33:04,A brown bear with a furry head and a furry body.,bear,0.9999752,B
airplane4-bottle1,2024-02-04 18:33:05,The image is a collage of various bottles and cans.,bottle,0.9999974,F
oven9-clock2,2024-02-04 18:33:05,A close up of a camera with a clock on it.,clock,0.9999759,J
boat5-clock3,2024-02-04 18:33:05,Clocks on a wall.,clock,1.0,J
bear4-boat2,2024-02-04 18:33:06,A picture of a bear with a red car behind it.,bear,0.9971169,"B, G"
boat9-dog2,2024-02-04 18:33:07,A picture of a ship with a brown and yellow background.,boat,0.9841569,E
elephant9-airplane2,2024-02-04 18:33:07,Elephant in a painting.,elephant,1.0,L
car10-dog1,2024-02-04 18:33:07,A car with a brown fur on it.,car,0.9969055,G
clock6-chair3,2024-02-04 18:33:08,A blue chair with a blue seat and a blue back.,chair,1.0,I
elephant4-clock3,2024-02-04 18:33:08,A picture of a clock with a clock face and a clock hand.,clock,1.0,J
keyboard1-airplane2,2024-02-04 18:33:09,A picture of a toilet with a hole in it.,boat,0.5359367,X
elephant7-dog1,2024-02-04 18:33:09,A blurry elephant in the background.,elephant,1.0,L
truck10-truck3,2024-02-04 18:33:10,A blue and orange truck is parked in front of a yellow wall.,truck,1.0,P
clock1-clock2,2024-02-04 18:33:10,A clock with numbers on it.,clock,1.0,J
boat8-bird2,2024-02-04 18:33:11,A boat on a white background.,boat,1.0,E
oven7-elephant1,2024-02-04 18:33:11,A toilet with a white seat and a brown seat.,chair,0.99231166,X
clock2-dog1,2024-02-04 18:33:12,A clock with a yellow background and black numbers.,clock,1.0,J
cat1-car2,2024-02-04 18:33:12,Cat in a blurry photo.,cat,0.9999968,H
boat9-chair2,2024-02-04 18:33:13,The image is a blurry photo of a room with many chairs and tables.,chair,0.9982273,I
airplane3-dog1,2024-02-04 18:33:13,Two furry animals on a yellow background.,dog,0.95551354,X
airplane2-dog1,2024-02-04 18:33:13,A dog with a brown fur coat.,dog,0.9999478,K
oven9-knife3,2024-02-04 18:33:14,A knife with a wooden handle and a silver blade.,knife,1.0,N
cat8-bicycle3,2024-02-04 18:33:15,A cat with a black face and white whiskers.,cat,0.9999995,H
chair1-oven3,2024-02-04 18:33:15,A photo of a computer tower with a keyboard and a mouse.,keyboard,0.99986684,M
oven7-keyboard1,2024-02-04 18:33:15,A stack of old metal boxes.,truck,0.63063467,X
boat6-car1,2024-02-04 18:33:16,A colorful fish in a fishbowl.,boat,0.4699949,X
bear8-boat2,2024-02-04 18:33:17,A picture of a bear with a red shirt and a black hat.,bear,0.99999905,B
dog1-knife3,2024-02-04 18:33:17,A dog with a black nose and a silver collar.,dog,0.99997973,K
dog8-bear3,2024-02-04 18:33:18,A dog with a long tail and brown fur.,dog,0.9999176,K
bicycle3-truck3,2024-02-04 18:33:18,A yellow machine with a blue lens.,airplane,0.69795126,X
bird7-cat3,2024-02-04 18:33:18,Bird on a wall.,bird,0.9999974,D
oven3-bear2,2024-02-04 18:33:19,Two cats in a box.,cat,0.9999994,H
clock3-bear3,2024-02-04 18:33:19,A clock with a brown background and a brown bear on it.,clock,0.9993604,"J, B"
bird8-boat3,2024-02-04 18:33:20,A bird with red and blue feathers is sitting on a red and blue background.,bird,0.99999535,D
elephant8-elephant1,2024-02-04 18:33:20,Elephant in a photo.,elephant,1.0,L
airplane3-cat1,2024-02-04 18:33:21,A brown bear laying on a blue background.,bear,0.999995,B
keyboard9-keyboard2,2024-02-04 18:33:21,A black keyboard with white letters and numbers.,keyboard,1.0,M
elephant4-bicycle2,2024-02-04 18:33:22,The image is blurry and has a lot of reflections.,airplane,0.78959095,X
bottle5-cat1,2024-02-04 18:33:22,A blurry image of a brown bottle.,bottle,1.0,F
bear6-boat3,2024-02-04 18:33:23,"The image is a collage of various objects, including a building, a car, a person, and a dog.",dog,0.6734671,"G, H, P"
truck4-knife1,2024-02-04 18:33:24,"A pile of old items, including a gun, a motorcycle, and a wooden box.",boat,0.57738185,X
cat1-chair2,2024-02-04 18:33:24,A bunch of chairs stacked on top of each other.,chair,0.99999976,I
elephant7-bird1,2024-02-04 18:33:25,Elephant with blue and white skin.,elephant,1.0,L
bicycle10-airplane2,2024-02-04 18:33:25,A blue bike with yellow wheels.,bicycle,0.9999993,C
boat1-oven1,2024-02-04 18:33:25,A blurry image of a watch.,clock,0.9941759,J
clock4-chair1,2024-02-04 18:33:26,A blurry image of a theater with red seats and a clock.,clock,0.9997931,J
knife6-bicycle1,2024-02-04 18:33:26,The image is a collage of metal objects.,airplane,0.91186625,X
bear8-airplane1,2024-02-04 18:33:27,A picture of a bear with a white face.,bear,0.9999987,B
bottle2-knife3,2024-02-04 18:33:27,A blurry picture of a bottle.,bottle,1.0,F
clock7-dog2,2024-02-04 18:33:28,A clock with a brown background and a white face.,clock,1.0,J
keyboard4-oven2,2024-02-04 18:33:28,The image is blurry and has a black background.,airplane,0.994463,X
keyboard6-bicycle1,2024-02-04 18:33:29,A computer keyboard with a blue background.,keyboard,1.0,M
bird3-dog1,2024-02-04 18:33:29,A close up of a bird's head.,bird,0.99991035,D
dog2-bottle2,2024-02-04 18:33:30,"The image is a collage of various objects such as bottles, wires, and a vase.",bottle,0.98643726,X
oven4-knife2,2024-02-04 18:33:31,A picture of a kitchen with a stove and a pot.,oven,0.99645966,X
bear1-bear3,2024-02-04 18:33:31,A bear with a brown fur and black claws.,bear,0.99999976,B
airplane3-clock1,2024-02-04 18:33:32,A collage of clocks with a plane in the middle.,airplane,0.9667685,"A, J"
cat4-car2,2024-02-04 18:33:32,A fish is in a fish tank with a red and yellow fish.,dog,0.4910758,X
truck5-bird2,2024-02-04 18:33:33,A toy truck with a white cab and black wheels.,truck,0.9999974,"G. car
P. truck"
car9-cat1,2024-02-04 18:33:33,A car with a dog in the back.,car,0.9929912,"G, K"
truck1-knife1,2024-02-04 18:33:34,Truck with a mirror and a wheel.,truck,0.9999999,"G, P"
bottle6-chair2,2024-02-04 18:33:34,The image is a blurry photo of a chair with a bottle on top of it.,bottle,0.88440967,"I, F"
knife1-elephant1,2024-02-04 18:33:35,A picture of a stone wall with a crack in it.,bottle,0.52985567,X
boat9-keyboard2,2024-02-04 18:33:35,A blurry image of a keyboard with a black background.,keyboard,0.9999995,M
bottle5-truck1,2024-02-04 18:33:36,A red bottle with a black label.,bottle,1.0,F
bicycle9-car1,2024-02-04 18:33:36,A bike with a yellow wheel and red frame.,bicycle,0.99999976,C
clock10-oven2,2024-02-04 18:33:37,A close up of a camera lens.,airplane,0.8457445,X
knife1-keyboard3,2024-02-04 18:33:37,A blurry picture of a phone.,airplane,0.9559968,X
knife9-bird1,2024-02-04 18:33:38,Blue and white picture of a blue and white picture.,airplane,0.97364557,X
cat6-bear1,2024-02-04 18:33:38,A cat laying down with its head on a kitten.,cat,0.99999964,H
boat4-knife2,2024-02-04 18:33:39,A picture of a pair of scissors with a green background.,knife,0.99999213,X
knife4-clock3,2024-02-04 18:33:39,A clock with a black and white design.,clock,1.0,J
car6-truck3,2024-02-04 18:33:40,A car with a yellow wheel and blue wheel.,car,0.9975407,G
chair3-bicycle3,2024-02-04 18:33:40,A chair with a red seat and a black frame.,chair,0.9999999,I
truck2-bottle3,2024-02-04 18:33:41,A green truck with a green and white sign on it.,truck,0.9999999,P
bird3-truck3,2024-02-04 18:33:41,A picture of a yellow bird with a purple wing.,bird,0.999728,D
bottle8-bicycle1,2024-02-04 18:33:42,A bottle of cerveza with a blue and red label.,bottle,0.99999976,F
clock6-bottle1,2024-02-04 18:33:42,The image is a collage of various bottles and a clock.,clock,0.9804318,"F, J"
oven6-oven3,2024-02-04 18:33:43,A machine with a picture of a person on it.,airplane,0.9089721,X
boat3-cat3,2024-02-04 18:33:43,A blurry image of a boat with people on it.,boat,0.99999917,E
