image,response,timestamp,pred_label,pred_conf,pred_llm_judge
bicycle2-dog1,"The image is a close up of a horse's head, with its eyes closed. The horse appears to be in a relaxed state, possibly sleeping. The photo has a blurry background, which adds to the sense of depth and focus on the horse's head.",,elephant,0.7692284,X
bicycle3-bird1,A bicycle with a blue frame and green fenders is parked on a dirt road.,,bicycle,0.99999917,C
bicycle2-knife2,A blurry image of a pair of glasses.,,bottle,0.5726038,X
bicycle9-bear1,A blurry image of a bicycle with a basket on the front.,,bicycle,1.0,C
bicycle3-truck3,A blurry picture of a yellow and blue object.,,airplane,0.9800838,X
bicycle7-cat1,A bicycle with a brown frame and white tires is parked on a snowy surface.,,bicycle,0.9999995,C
bicycle1-bird1,"The image features a bicycle with a blue frame and a black seat. The bike is parked on a sidewalk, and it appears to be in motion, as the front wheel is spinning. The scene is blurry, giving it a slightly artistic and dynamic feel.",,bicycle,0.9999981,C
bicycle5-keyboard3,A close up of a cell phone with a blurry background.,,airplane,0.991714,X
bicycle8-bird2,A bicycle is parked on a sidewalk.,,bicycle,1.0,C
bicycle10-dog3,The image is a blurry photo of a bicycle.,,bicycle,0.99999976,C
bicycle5-elephant1,"A bicycle is shown in a close-up view, with the seat and handlebars prominently visible. The bike is parked on a street, and the rider is not visible in the image.",,bicycle,0.9999999,C
bicycle7-clock3,"The image features a clock made out of a bicycle, with the clock face made of clocks instead of a traditional clock face. The bicycle is made up of various clocks, creating a unique and interesting design.",,bicycle,0.6472294,"J, C"
bicycle9-car1,A colorful bicycle is displayed in front of a blurry background. The bicycle has a yellow wheel and a red frame.,,bicycle,1.0,C
bicycle1-airplane2,"A bicycle with a blue frame and yellow wheels is shown in a blurred image. The bike is parked on a street, and the background is white.",,bicycle,0.9999993,C
bicycle7-knife2,"A bicycle is shown in a close-up view, with its handlebars and spokes visible. The bicycle is surrounded by a collection of books, which are stacked up and placed in various positions around the bike. The books are of different sizes and colors, creating a visually interesting scene.",,bicycle,0.9999939,C
bicycle7-elephant2,A bicycle with a black frame and a white seat.,,bicycle,1.0,C
bicycle5-oven3,"The image is a close-up of a microwave oven, with its door open and a control panel visible. The microwave is sitting on top of a counter.",,oven,0.9999567,O
bicycle2-bird3,A bicycle with a blurry background and a pair of glasses on the front.,,bicycle,1.0,C
bicycle10-boat3,A bike with a blue wheel and a black frame.,,bicycle,0.9999995,C
bicycle8-chair2,"The image is a collage of chairs and a bicycle. The chairs are made of wood and are arranged in various positions, some standing upright and others leaning against each other. The bicycle is also made of wood and is positioned in the middle of the scene. The arrangement creates an interesting and artistic composition.",,chair,0.93854856,"I, C"
bicycle6-dog2,A bicycle is parked on a street.,,bicycle,1.0,C
bicycle10-clock2,A bicycle with a black frame and a white background.,,bicycle,1.0,C
bicycle4-truck3,A blurry image of a bicycle with a yellow frame.,,bicycle,0.9999993,C
bicycle6-boat2,"A motorcycle is in the center of the image, surrounded by a colorful background. The motorcycle is the main focus of the scene, with its vibrant colors and intricate details.",,airplane,0.7024359,X
bicycle4-cat1,A bicycle with a furry seat.,,bicycle,0.9999982,C
bicycle7-bear2,A bicycle with a white frame and black wheels is sitting on top of a white surface.,,bicycle,0.9999999,C
bicycle4-car2,The image is a blurry photo of a group of motorcycles.,,airplane,0.43663445,X
bicycle5-bear1,A blurry image of a bicycle and a bird.,,bicycle,0.89012724,"C, D"
bicycle1-bottle3,"A bicycle is surrounded by a bunch of papers, possibly money. The bicycle is green and black in color.",,bicycle,0.99999976,C
bicycle1-oven1,A bicycle with a blurry background.,,bicycle,1.0,C
bicycle1-clock3,A bicycle made of clocks is displayed on a wall.,,bicycle,0.60903376,"C, J"
bicycle4-boat1,"The image is a colorful painting of a bicycle with a blue wheel. The bicycle is displayed in a brightly colored and abstract manner, making it visually striking. The painting captures the essence of the bicycle and its wheel, creating a unique and artistic representation of the subject.",,bicycle,0.99999833,C
bicycle5-dog2,A bicycle with two wheels and a seat.,,bicycle,1.0,C
bicycle3-oven3,"The image is a collage of various electronic devices, including a computer monitor, a keyboard, and a cell phone. The devices are arranged in a somewhat disorganized manner, with some overlapping or partially obscured. The collage is set against a white background, which further emphasizes the focus on the electronic devices.",,keyboard,0.68266034,X
bicycle2-keyboard2,A close up of a cell phone with a blurry background.,,airplane,0.991714,X
bicycle4-bicycle3,A bicycle with a black frame and a white seat.,,bicycle,1.0,C
bicycle5-chair2,"The image is a blurry picture of a bicycle surrounded by chairs. The bicycle is located in the center of the scene, with the chairs arranged around it. The chairs vary in size and position, creating a somewhat chaotic appearance.",,bicycle,0.60209596,"C, I"
bicycle5-cat1,A bicycle with a bird on the handlebars.,,bicycle,0.9839967,"C, D"
bicycle6-car2,A blurry image of a motorcycle with a red seat.,,airplane,0.5620523,G
bicycle1-knife3,A blurry image of a bicycle with a black seat.,,bicycle,0.9999943,C
bicycle6-cat1,A blurry image of a person riding a bicycle.,,bicycle,0.9999999,C
bicycle6-bicycle3,A bicycle with a basket on the front.,,bicycle,1.0,C
bicycle1-elephant2,A bicycle with a basket on the front.,,bicycle,1.0,C
bicycle6-airplane2,"The image is a colorful abstract of a bicycle, with the main focus on the handlebars. The handlebars are blue, and the bike is surrounded by a yellow background. The colors are vibrant and create a visually appealing scene.",,bicycle,0.9999995,C
bicycle2-bicycle1,"A bicycle with a basket on the front is parked in a field. The bike has a shiny appearance, and the basket is filled with various items.",,bicycle,1.0,C
bicycle5-bottle3,A green bicycle is surrounded by many bottles.,,bottle,0.9844507,C
bicycle1-truck1,A red bicycle is shown in a close-up view.,,bicycle,1.0,C
bicycle7-bicycle2,"The image features a bicycle with a black frame and silver parts, including the spokes. The bike is parked in a room with a blurry background. The front tire of the bike is prominently visible, and the bike appears to be in good condition.",,bicycle,1.0,C
bicycle2-bottle1,A collage of many bottles and a bicycle.,,bottle,0.98459953,"F, C"
bicycle4-knife3,A bicycle with a black seat and a metal frame.,,bicycle,1.0,C
chair8-bicycle3,A chair with a metal frame and a wooden seat is sitting in a room.,,chair,0.9999999,I
chair1-airplane2,A chair with a blue and yellow background.,,chair,1.0,I
chair4-bear2,A chair with a furry seat and back.,,chair,1.0,I
chair10-car2,A blurry image of a car with a red hood.,,car,0.9952691,G
chair9-bicycle3,A chair with wheels and a metal frame.,,chair,0.9999336,I
chair5-bicycle1,"A chair made of metal, with a lot of scrap metal around it.",,chair,0.9999999,I
chair2-bear2,A chair is sitting on a white surface.,,chair,1.0,I
chair7-bottle1,A chair covered in many bottles of various shapes and sizes.,,bottle,0.59510285,"F, I"
chair1-truck3,"The image is a collage of various objects, including a chair, a microwave, and a cell phone. The objects are arranged in a way that creates a visually interesting composition. The chair is located in the upper left corner, while the microwave is in the middle left section of the image. The cell phone is situated in the lower left corner. The overall scene is colorful and abstract, with a focus on the arrangement of these objects.",,chair,0.9769378,X
chair5-knife3,The image is a blurry photo of a pair of scissors.,,knife,0.996974,X
chair3-bicycle3,A chair made of bicycle parts.,,chair,0.9881352,"I, C"
chair1-chair1,"The image is a blurry picture of a theater with many chairs. The chairs are arranged in rows and are mostly red. The seats are empty, giving the impression of an empty theater.",,chair,0.9997156,I
chair8-boat1,"A colorful chair is in the center of the image, surrounded by a variety of books. The chair is blue and white, and it appears to be a part of a painting or a collage. The books are scattered around the chair, with some placed on the left, right, and behind it. The overall scene is vibrant and visually appealing.",,chair,0.99999917,I
chair9-bird3,A chair with a brown seat and a black frame.,,chair,0.99999976,I
chair10-clock1,A chair with a clock face on it.,,clock,0.54816896,"I, J"
chair3-car3,A car is parked on the side of the road.,,car,0.99788696,G
chair7-knife2,"The image is a collage of various objects, including a hand, a computer, and a book. The hand is positioned in the center of the collage, with the computer and book surrounding it. The collage is made up of different colored images, creating a visually interesting and diverse composition.",,airplane,0.6727613,X
chair1-cat3,A blurry picture of a chair.,,chair,0.99999976,I
chair4-cat2,The image is a blurry picture of a chair.,,chair,0.99999964,I
chair8-car1,A colorful collage of cars with a yellow car in the center.,,car,0.99953175,G
chair5-clock2,"The image is a blurry picture of a bicycle, which is the main focus of the scene.",,bicycle,0.9999989,C
chair2-knife1,A person is sitting on a chair with a wooden back and a leather seat. The chair is positioned in front of a desk.,,chair,1.0,I
chair4-truck2,"The image is a close-up of a red chair with a metal frame. The chair is positioned in front of a dining table, which is also covered in red. The scene appears to be blurry, giving it a slightly distorted look.",,chair,0.99998486,I
chair5-bird1,A blue chair with a blue blanket on it.,,chair,0.9999995,I
chair7-truck3,A blue chair with a yellow seat.,,chair,1.0,I
chair1-clock2,A blurry image of a clock with a metal frame.,,clock,0.99999964,J
chair7-cat1,A brown wooden chair with a wooden armrest.,,chair,1.0,I
chair3-bottle3,A chair made out of green bottles.,,chair,0.90490776,"I, F"
chair4-chair3,The image is a blurry photo of a room full of blue chairs.,,chair,0.9998235,I
chair7-chair1,The image is a blurry photo of a theater with many red seats.,,airplane,0.67935586,X
chair9-keyboard2,"A close up of a keyboard with the numbers 1, 2, 3, 4, 5, 6, 7, 8, 9, and 0 visible.",,keyboard,0.99999964,M
chair8-elephant1,A chair with a skinny back and a skinny seat.,,chair,1.0,I
chair2-boat1,"A chair with a blue and red seat is in the center of the image. The chair is surrounded by a colorful background, which includes a mix of blue, red, and white colors. The chair appears to be the main focus of the image, with the vibrant colors creating a visually striking scene.",,chair,0.99999917,I
chair3-airplane2,A blue chair with a yellow stripe on it.,,chair,0.99999976,I
chair2-keyboard2,"A person is standing in front of a keyboard, with their legs crossed.",,keyboard,0.99996996,M
chair1-elephant1,"The image is a close-up of a chair with a wrinkled, textured surface. The chair appears to be made of leather, and the texture is reminiscent of elephant skin. The chair is positioned in the center of the image, with the wrinkles and texture clearly visible.",,chair,0.99120784,"I, L"
chair1-bear1,"The image is a close-up of a brown and white furry object, possibly a dog or a cat. The fur is fuzzy and has a brown and white color pattern.",,cat,0.70275646,"H, K"
chair8-airplane1,"A chair is shown in a blurry image, with the back of the chair being the most prominent feature. The chair appears to be white and is situated in front of a wall.",,chair,0.99999106,I
chair10-airplane2,A blue chair with a yellow seat.,,chair,1.0,I
chair5-bottle3,A green chair is sitting on top of a pile of papers and bottles.,,chair,0.9999621,I
chair3-dog2,A wooden chair with a furry texture.,,chair,1.0,I
chair7-bird1,A blue chair with a wooden frame and a cushion.,,chair,0.9999999,I
chair1-dog1,"The image is a close-up of a chair with a furry texture. The chair is made of a material that resembles a dog's fur, giving it a unique and interesting appearance. The chair is positioned in the center of the image, and the furry texture is the main focus.",,chair,0.99999416,"I, H"
chair7-boat3,A chair with a green seat and red armrests.,,chair,1.0,I
chair6-bird2,A black cat is sitting on a chair with a black seat. The chair is positioned in front of a curtain.,,chair,0.64674085,"I, H"
chair3-knife1,"The image is a close-up of a person's face, with a blurry background. The person is wearing a pair of glasses, and the face is surrounded by various objects, including a chair, a tie, and a pair of scissors. The scene appears to be a collage of different elements, creating an interesting and unique composition.",,chair,0.43913078,X
chair5-boat3,"A chair with a blue seat and red arms is shown in a distorted, colorful image.",,chair,0.9999982,I
chair9-chair3,"The image is a blurry picture of a large group of blue chairs. The chairs are arranged in rows and are positioned closely together. The chairs are of different sizes and are placed in various orientations, creating a sense of depth in the scene.",,chair,0.9999467,I
chair10-bottle3,A chair made of music sheet pages.,,chair,0.99999964,I
chair8-clock3,A chair made of clocks.,,chair,0.8710881,"I, J"
chair1-oven3,"A collage of various electronic devices, including a microwave, a TV, and a computer.",,oven,0.46781468,X
chair10-bicycle1,"A chair made of metal and plastic is shown in a close-up view. The chair is surrounded by a lot of metal pieces, giving it a unique and artistic appearance. The chair is positioned in the center of the image, and the metal pieces are scattered around it, creating a visually interesting scene.",,chair,0.99999785,I
chair5-truck3,"The image is a colorful collage of chairs and tables. There are four chairs in the scene, with one chair being the most prominent. The chairs are positioned in various orientations, creating a dynamic composition. The tables are also arranged in different positions, adding to the visual interest of the collage. The overall effect is a vibrant and engaging artwork.",,chair,0.9999871,I
chair7-clock3,A chair made of clocks.,,chair,0.8710881,"I, J"
chair9-boat2,A chair with a metal frame and a black seat.,,chair,0.99999964,I
chair9-dog2,A chair with wheels and a furry seat.,,chair,0.99999857,I
chair6-truck2,"The image is a blurry photo of a red object, possibly a chair, with a pink background. The red object is surrounded by other objects, including a silver chair and a metal object. The overall scene appears to be a mix of different colors and textures.",,chair,0.9996307,"I, M"
chair6-dog1,A chair with a furry seat.,,chair,0.99999976,I
chair9-bear1,A brown furry object with a tail and two legs.,,dog,0.9930274,H
chair9-bottle3,A green chair made of plastic bottles.,,chair,0.7220922,I
chair6-elephant2,A chair made of elephant skin.,,chair,0.94798356,"I, L"
chair7-airplane1,A blurry image of a person sitting on a toilet.,,chair,0.93838435,X
chair10-bird3,A chair with a person sitting in it.,,chair,1.0,I
chair9-elephant1,"The image features a chair made of leather, with a unique design that resembles a chair made of elephant skin. The leather is textured and has a distinctive pattern, giving it an aged appearance. The chair appears to be a part of a room, possibly a living space or a work area.",,chair,0.99917114,"I, L"
chair4-keyboard2,A close up of a keyboard.,,keyboard,1.0,M
chair8-oven1,"A black chair with a blue seat is sitting in front of a white table. The chair is blurry, and the table is also white.",,chair,0.99999976,I
chair7-car2,"A red chair is in the center of the image, with a colorful background.",,chair,0.9999999,I
chair5-oven2,A black office chair with a silver armrest.,,chair,1.0,I
chair8-chair3,The image is a blurry photo of a row of blue chairs.,,chair,0.9998441,I
chair7-elephant1,A chair is shown in a close up view.,,chair,1.0,I
chair5-cat3,A chair is on fire.,,chair,0.9999999,I
chair5-car1,"A colorful collage of cars, including a red car in the center.",,car,0.99974626,G
chair10-oven1,A black and silver chair with a black seat and back.,,chair,1.0,I
chair5-keyboard2,A close up of a keyboard with a black object in the center.,,keyboard,0.99999917,M
chair4-oven2,A black chair with a wooden frame and a cushion.,,chair,1.0,I
chair8-keyboard3,The image is a blurry picture of a tie.,,airplane,0.85270816,X
chair8-bear1,"A chair is in the center of the image, surrounded by a blurry background.",,chair,0.9999989,I
chair10-dog1,A chair with a furry texture.,,chair,1.0,I
chair10-cat1,A chair with a furry seat.,,chair,0.99999976,I
chair8-knife2,"The image is a collage of various items, including a pair of scissors, a knife, and a book. The scissors are positioned in the middle of the image, while the knife is located towards the top right corner. The book is situated on the left side of the image, with its spine facing upwards. The collage is composed of multiple layers, creating a visually interesting and intricate arrangement of these objects.",,knife,0.99916697,X
truck3-bicycle1,"A car is shown with a blurry background, giving it a distorted appearance. The car is parked in front of a building, and the scene is captured in a colorful, artistic manner.",,car,0.9990938,G
truck7-elephant2,"The image is a painting of a truck parked in front of a building. The truck is positioned in the center of the scene, and the building is located to the right of the truck. The painting has a somewhat distorted appearance, giving it a unique and artistic look.",,truck,0.99968565,P
truck7-boat1,A colorful painting of a truck with a camper shell on the back.,,truck,0.99999464,P
truck4-boat3,A large truck with a blue cab and a red trailer.,,truck,1.0,P
truck10-truck3,A blue car is parked next to a truck.,,truck,0.9989255,"G, P"
truck9-chair3,"The image is a collage of various blue chairs arranged in different positions and orientations. The chairs are scattered throughout the image, with some overlapping and others standing alone. The chairs are of different sizes and styles, creating a diverse and visually interesting composition.",,chair,0.99999475,I
truck7-bird2,A large truck is parked in a parking lot.,,truck,0.9999999,P
truck2-car3,"The image is a colorful painting of a red truck, possibly a fire truck, parked on a street. The truck is surrounded by a few other vehicles, including a car and a bus. The scene is set in a busy area with multiple people walking around, some of them carrying handbags. The overall atmosphere of the painting is vibrant and lively.",,truck,0.99867755,"T, C, G"
truck8-dog3,A toy truck is sitting on a white surface.,,truck,0.9999982,P
truck2-bird2,A large truck is parked on a snowy road. The truck has a tank on the back and is covered in snow. The truck is also parked next to a building.,,truck,0.9999994,P
truck6-boat2,A water truck is shown in a painting with a colorful background.,,truck,0.99908197,P
truck6-dog2,"A large tanker truck with the words ""water for drinking"" written on it.",,truck,0.9991972,P
truck3-knife2,"A colorful car is shown in the image, with a close-up view of the front end. The car is surrounded by a variety of papers, including a newspaper, which is placed on the ground in front of the car. The car is also adorned with a gold emblem, adding to its unique appearance.",,car,0.9989542,G
truck10-car3,"A red and silver car is parked in front of a building. The car is surrounded by other vehicles, including a truck and a bus. The scene appears to be a busy street with a variety of vehicles.",,car,0.971413,"G, P"
truck9-bottle2,"A collection of bottles, some of which are empty, are arranged in a visually appealing manner. The bottles vary in size and shape, with some being taller and slimmer, while others are shorter and wider. The bottles are arranged in a way that creates a sense of depth and dimension, making the display eye-catching and interesting.",,bottle,1.0,F
truck3-oven2,A black truck with a radio in the dashboard.,,truck,0.99999857,P
truck4-airplane3,"The image is a black and white photo of a semi truck with a large trailer attached to it. The truck is parked on a cloudy day, and the sky is visible in the background. The truck is the main focus of the image, with its large size and prominent position in the frame.",,truck,0.9997243,P
truck4-bottle2,A large group of wine bottles in a pile.,,bottle,0.9999994,F
truck6-knife2,"A truck with the word ""water"" on the side is shown in a blurry image.",,truck,0.99998534,P
truck2-oven3,"The image features two microwaves, one on the left and one on the right. The left microwave is silver and has a black panel, while the right microwave is black and silver. Both microwaves are placed next to each other, with the left one slightly overlapping the right one.",,oven,0.95158964,X
truck1-bear1,A truck is parked in front of a building.,,truck,1.0,P
truck6-clock2,A water truck is parked in a lot.,,truck,0.9999871,"G, P"
truck1-chair2,"The image features a room filled with wooden chairs, some of which are stacked on top of each other. The chairs are arranged in various positions, with some standing upright and others leaning against the wall. The room appears to be a storage area or a place where the chairs are kept when not in use.",,chair,0.9999933,I
truck1-dog1,"A truck is driving down a road, with a blurry background.",,truck,1.0,P
truck5-cat3,A bus with a zebra pattern on it.,,truck,0.93198997,X
truck6-bear2,A truck that says water on it.,,truck,0.9999987,P
truck4-oven2,A black semi truck with a flatbed trailer is parked in a parking lot. The truck is carrying a large number of televisions on the back of the trailer.,,truck,0.99999833,X
truck8-elephant1,A truck is depicted in a black and white photo.,,truck,1.0,P
truck8-cat2,"A truck is shown in a blurry image, with its front end obscured by a blur. The truck is driving on a dirt road, and the image is captured in a sepia tone.",,truck,0.99999976,P
truck2-airplane3,A truck is parked in a parking lot.,,truck,1.0,P
truck2-keyboard1,A black truck is shown in the image.,,truck,1.0,P
truck5-airplane2,A yellow and blue bus with a yellow roof.,,truck,0.741307,X
truck6-truck2,A red and silver water tank.,,bottle,0.9909021,X
truck4-bear1,A pile of brown furry material.,,dog,0.8552163,X
truck2-boat3,A fire truck is parked on a street.,,truck,0.9999968,"G. car
P. truck"
truck9-boat3,A large semi truck with a horse painted on the side.,,truck,0.99968696,P
truck2-elephant1,"The image is a close-up of a truck, possibly a Ford, with a rusted appearance. The truck is parked on a dirt road, and the front of the vehicle is visible.",,truck,0.99999785,P
truck5-bird2,A small toy truck with a camper shell on the back.,,truck,0.9999858,P
truck1-cat1,A cat is laying on a couch next to a dog.,,cat,0.9997019,"H, I"
truck3-dog3,A dog is sitting next to a candy bar.,,dog,0.99989974,K
truck6-bottle3,"A bunch of water bottles are stacked on top of each other, creating a large pile. The bottles are of various sizes and are arranged in a somewhat disorganized manner. The pile of water bottles is situated next to a truck, possibly indicating that they are being transported or delivered.",,bottle,0.99651647,F
truck1-car3,A red truck is parked in front of a building.,,truck,0.99999905,P
truck6-cat2,"A truck with the word ""water"" on the side.",,truck,0.9999932,P
truck9-airplane2,A white and blue truck is parked in a snowy area.,,truck,0.9999994,P
truck7-oven2,A large truck is parked in a parking lot.,,truck,0.9999999,P
truck3-bird2,A black truck with a white tank on the back is parked in a snowy area.,,truck,0.9999999,P
truck3-chair2,"The image features a large collection of wooden chairs, with some of them appearing to be old and possibly antique. The chairs are arranged in rows, with some chairs stacked on top of each other. The chairs vary in size and design, creating a diverse and interesting display.",,chair,0.99999726,I
truck1-bird1,A white semi truck with a blue tarp on the back.,,truck,0.9999974,P
truck2-chair1,The image is a blurry photo of a truck with a bunch of red seats in the background.,,truck,0.9999498,P
truck7-chair2,"A large truck is parked in front of a building, and it is made of wood. The truck is surrounded by several chairs, some of which are stacked on top of each other. The chairs vary in size and position, with some closer to the truck and others further away. The scene gives an impression of a unique and artistic arrangement of objects.",,truck,0.9404677,X
truck6-bicycle1,"A water truck is shown in a blurry, abstract image.",,truck,0.9989675,P
truck7-keyboard3,A close up of a camera with a blurry background.,,airplane,0.9753264,X
truck10-elephant3,"A truck is shown in the image, with its front end visible. The truck is parked on a dirt road, and it appears to be old and dirty. The truck's driver's side window is open, and the truck is facing the camera.",,truck,0.9999994,P
truck1-knife1,"A large truck is shown in a close up view, with its front end and side visible. The truck appears to be dirty and has a rusty appearance. The front of the truck is painted white, and the side is brown. The truck is parked in a lot, and the image is somewhat blurry.",,truck,0.9999988,P
truck3-cat1,A brown teddy bear is laying on a white blanket.,,bear,0.9999927,B
truck8-bottle2,A bunch of bottles with different colors and shapes.,,bottle,1.0,F
truck9-truck3,A white truck with a yellow door is parked in a parking lot.,,truck,0.9999764,P
truck3-clock3,"The image features a collection of various clocks, including a mix of analog and digital clocks. The clocks are scattered throughout the scene, with some placed closer to the foreground and others further in the background. The assortment of clocks creates a visually interesting and unique display.",,clock,1.0,J
truck5-truck1,A red truck with a white logo on the side.,,truck,1.0,P
truck10-bicycle1,"A small car is parked in a parking lot, and it appears to be covered in a lot of glitter. The car is surrounded by various objects, including a bicycle and a motorcycle. The scene is quite colorful and visually interesting.",,car,0.9996051,"G, C, I"
truck6-oven3,"The image features a collection of various electronic devices, including a microwave, a toaster, and a TV. The microwave is placed on top of the toaster, and the TV is positioned nearby. The devices are all made of metal and are arranged in a somewhat disorganized manner.",,oven,0.9472763,X
truck3-keyboard3,"A black and white image of a camera, with a coin on top of it.",,airplane,0.97523177,X
truck5-knife3,A collection of scissors with different sizes and colors.,,knife,0.99997485,X
truck4-knife1,"A collection of old, rusted tools and parts, including a motorcycle, are piled together.",,truck,0.98387074,X
truck3-car3,A red car is parked next to a truck.,,truck,0.99967897,"G, P"
truck5-dog3,A brown toy truck is shown in a close-up view.,,truck,0.9999989,P
truck10-airplane1,A white van with a surfboard on top is shown in a blurry image.,,boat,0.8907111,X
truck2-clock1,A collage of clocks and a truck.,,truck,0.8564518,"J, P"
truck7-truck2,"A large truck is parked in a lot, with its back end visible. The truck has a chrome grill and a red cab.",,truck,0.9999975,P
truck3-bear3,A brown and white furry object with a Ford logo on it.,,dog,0.67586225,G
truck8-keyboard2,"A close up of a keyboard with the numbers 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, and the letters a, b, c, d, e, f, g, h, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, and z.",,keyboard,1.0,M
truck2-bottle3,A green truck is surrounded by a pile of money.,,truck,0.9999964,P
truck10-clock1,"A clock is painted on the side of a truck, with the numbers on the clock being the numbers 1 through 12. The truck is also decorated with a surfboard on the top.",,truck,0.9686493,"J, P"
truck5-keyboard1,A black toy train with a black engine and a black car.,,car,0.5494394,X
truck1-bicycle3,A truck with a flatbed is parked in a lot.,,truck,1.0,P
truck2-bicycle2,A blurry image of a truck and a car.,,truck,0.99973637,"G, P"
truck5-car1,A red truck with yellow wheels is parked on a street. The truck has a yellow stripe on the side.,,truck,0.99999905,P
truck7-bear2,A white semi truck is parked next to a building.,,truck,0.9999968,"G, P"
truck9-elephant1,A horse is standing next to a truck.,,truck,0.99442333,P
truck1-clock3,"The image features a truck with a clock on its side. The clock is surrounded by several other clocks, creating a unique and interesting scene. The clocks are of various sizes and are placed all around the truck, giving the impression of a clock-themed vehicle.",,clock,0.60469526,"T, C, J"
bottle6-dog3,A dog is sitting in front of a blurry background.,,dog,0.9997243,K
bottle1-clock1,"The image is a collage of various clocks and numbers, with a bottle in the center. The clocks are scattered throughout the image, with some on the top, bottom, and sides. The bottle is surrounded by clocks, creating a unique and interesting visual effect.",,clock,0.82135314,"J, F"
bottle1-keyboard3,A black cat is sitting in front of a computer keyboard.,,keyboard,0.7969458,"H, M"
bottle1-car1,The image is a blurry picture of a bottle with a colorful background.,,bottle,1.0,F
bottle6-bicycle3,A bottle of soda is sitting on top of a pile of bicycles.,,bottle,0.9677099,F
bottle5-bird3,A bottle of beer with a cork in it.,,bottle,1.0,F
